title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Gilets jaunes\" : quel dispositif pour le réveillon sur les Champs-Élysées ?"	"En duplex des Champs-Élysées à Paris, le journaliste Carol Cuello fait le point sur le dispositif de sécurité prévu pour le réveillon, en amont d'une nouvelle mobilisation des \"gilets jaunes\".À Paris, les \"gilets jaunes\" ont surtout l'intention de se mobiliser la nuit de la Saint-Sylvestre. Un dispositif de sécurité particulier est prévu. \"Ce sera un Nouvel An sous très haute surveillance\", rapporte le journaliste Carol Cuello, en duplex des Champs-Élysées, samedi 29 décembre. \"On attend plusieurs milliers de badauds qui seront là pour fêter le passage à la nouvelle année, mais également on attend des 'gilets jaunes'. La préfecture invoque une situation de menace terroriste. En conséquence, toutes les personnes qui voudront accéder aux Champs-Élysées seront systématiquement fouillées\", précise le journaliste. Un dispositif de sécurité impressionnant \"Les bouteilles en verre, l'alcool, les pétards, les fusées seront strictement interdits. Les terrasses des cafés seront fermées dans l'après-midi afin que leurs tables et leurs chaises ne servent pas de projectiles. Il y aura des fouilles préventives dans les transports en commun, la circulation automobile sera interdite de 16h à 3h du matin. Un dispositif impressionnant afin que la fête ne soit pas gâchée\", conclut Carol Cuello."	Pierre-Yves Grenu	France 3	12	29	2018
"\"Gilets jaunes\" : quelle situation samedi soir à Paris ? Et quel bilan ?"	"En direct des Champs-Élysées à Paris, samedi 15 décembre, le journaliste Clément Le Goff fait le point sur la situation.La circulation a repris sur les Champs-Élysées, à Paris, vers les 18 heures. Samedi 15 décembre en soirée, c'est le retour au calme. \"Rien à voir avec les deux précédents samedis. La manifestation parisienne est maintenant terminée. Il faut dire qu'il y avait beaucoup moins de monde ce matin place de l'Opéra. Moins d'interpellations aussi. 168, c'est sept fois moins que la semaine dernière\", explique depuis les Champs-Élysées à Paris, Clément Le Goff. Le froid et la pluie pointés du doigt \"Alors, bien sûr, on a assisté à quelques frictions dans l'après-midi, mais pas de casse et dans l'ensemble, les forces de l'ordre ont totalement maîtrisé la situation\", poursuit le journaliste de France 2. Et d'ajouter : \"Cet 'acte 5' est-il un acte manqué pour les manifestants ? Eh bien 'non', nous répondent ceux que nous avons rencontrés et qui avancent aussi une autre explication : le froid et la pluie à Paris, en auraient découragé certains.\""	Elsa Pallot	France 2	12	15	2018
"\"Gilets jaunes\" : quelle stratégie le gouvernement va-t-il adopter ?"	"Les huit personnes nommées porte-parole des \"gilets jaunes\" peuvent-elles être des interlocuteurs pour le gouvernement ? Pour y répondre, la journaliste Catherine Demangeat est en direct de l'Élysée pour France 3.Lundi 26 novembre matin, Benjamin Griveaux n'a pas fermé la porte au dialogue avec les \"gilets jaunes\". \"Au contraire, il l'a dit, le gouvernement doit être prêt à recevoir des représentants des '.gilets jaunes', explique la journaliste Catherine Demangeat. Sur la question précise des huit personnes de la délégation officielle, pour l'instant, ni l'Élysée ni Matignon ne se prononcent pour ou contre les inviter à la table des négociations.\" Trois mois de concertation \"Mardi, en tout cas, Emmanuel Macron va proposer une nouvelle méthode de concertation. Un pacte social pour accompagner la transition écologique. Une concertation réunissant syndicats, associations, élus locaux, détaille Catherine Demangeat. Cette concertation devrait durer trois mois, le temps de faire émerger des solutions qui pourraient être insérées dans la loi sur la mobilité. Ce soir, l'Élysée affirme qu'il y aura du concret, mais rappelle qu'il n'est pas question de revenir sur la hausse des taxes sur les carburants\"."	Philippe Denis	France 3	11	26	2018
"\"Gilets jaunes\" : quelles conséquences au sein des entreprises ?"	"À Nantes (Loire-Atlantique), la colère sociale s'est imposée au coeur des discussions de la PME STIA.Chez STIA, une entreprise industrielle de 35 salariés, chacun a son avis sur le mouvement des \"gilets jaunes\". Au niveau de l'atelier, ce technicien, en veste jaune pour des raisons de sécurité, comprend les revendications, les soutiens, mais s'inquiète des débordements. \"Ils ont besoin de structuration\", dit-il. Tout le monde ne soutient pas le mouvement. Son collègue intérimaire, lui, ne veut pas qu'il ait un impact sur son emploi. \"J’aimerais juste qu'ils ne nous empêchent pas d'aller travailler\", témoigne-t-il. La discussion sur les \"gilets jaunes\", omniprésente, se prolonge chaque jour pendant la pause déjeuner. La crainte d'une perte de confiance Comme souvent, le patron s'invite et les questionne, notamment sur le durcissement du mouvement. Les salariés sont partagés, ils ne savent pas vraiment s'ils doivent prendre au sérieux le mouvement, le soutenir ou en avoir peur. Du côté de l'administration, certains employés ont le sentiment que les revendications sociales du mouvement doivent se jouer au sein des entreprises plutôt que dans la rue. Le patron comprend les difficultés des \"gilets jaunes\", mais s'inquiète tout de même. \"On peut avoir un effet tache d'huile et avoir des salariés qui deviennent un peu plus revendicatifs\", explique-t-il. Cette crainte de crispation, de perte de confiance au sein de cette PME est une inquiétude, d'autant plus que les blocages commencent à retarder certaines livraisons."	Elsa Pallot	France 2	12	7	2018
"\"Gilets jaunes\" : quelles revendications et quelles solutions politiques et économiques ?"	"En plateau, Nathalie Saint-Cricq, Justine Weyl et Alexandra Bensaïd s'intéressent au mouvement des \"gilets jaunes\" : revendications, solutions politiques et économiques... On fait le point.À l'occasion de cette nouvelle journée de mobilisation nationale des \"gilets jaunes\", samedi 1er décembre, marquée par de nombreuses violences, les journalistes Nathalie Saint-Cricq, Justine Weyl et Alexandra Bensaïd s'intéressent au mouvement. À commencer par les revendications des gilets jaunes. Au départ, il n'y avait qu'une seule revendication : moins de taxes sur les carburants. Depuis, la liste s'est allongée. Des revendications utopiques ? \"Cette semaine, les représentants des 'gilets jaunes' ont envoyé aux députés une quarantaine de doléances et l'éventail est très large. Ça va de l'augmentation du SMIC à 1 300 euros nets par mois, à l'instauration d'un salaire maximum de 15 000 euros par mois, (ndlr) requêtes sociales aussi, comme une pension de retraite minimum à 1 200 euros\", explique Justine Weyl, qui note la présence d'idée emprunter tant à l'extrême gauche qu'à l'extrême droite. Comme Alexandra Bensaïd, la journaliste remarque que certaines revendications sont un peu utopiques et d'autres tout à fait sont envisageables."	Elsa Pallot	France 2	12	1	2018
"\"Gilets jaunes\" : quelles répercussions sur l'économie ?"	"Après plusieurs mois de manifestations, les pertes se chiffrent en milliards d'euros.La mobilisation des \"gilets jaunes\" et les violences en marge du mouvement ont un lourd impact sur l'économie. Les estimations des pertes varient de 2,2 milliards d'euros selon l'Insee, à 4,4 milliards d'euros selon la Banque de France. Avant la période de Noël, le blocage des ronds-points a donné un sérieux coup de frein à l'activité économique et en particulier aux commerces. 2 milliards d'euros de pertes sont aujourd'hui estimées sur les 450 milliards d'euros de chiffre annuel. À cela s'ajoutent des problèmes d'approvisionnement ou l'impossibilité d'ouvrir des magasins. 41 000 salariés au chômage technique Le mouvement a également des conséquences sur les emplois. Selon le ministère du Travail, 41 000 salariés ont été mis au chômage technique ou en activité partielle. La France risque aussi de pâtir des images violentes vues à l'étranger. Les quartiers aisés de Paris en flammes ont marqué les esprits. Même s'il est encore difficile d'estimer les pertes pour le tourisme à long terme, l'activité hôtelière a diminué de 10% en décembre à Paris. Les réservations pour la destination France ont baissé de 20%."	Thomas Horeau	France 2	12	26	2018
"\"Gilets jaunes\" : quelles sont leurs revendications ?"	"Les réponses du gouvernement sont pour l'heure jugées encore insuffisantes par les \"gilets jaunes\". Alors quelles sont les pistes désormais évoquées ?Sur les barrages, les ronds-points, depuis plusieurs semaines, les \"gilets jaunes\" scandent leurs revendications. \"On veut que les gens puissent avec leur salaire vivre décemment\", \"La rehausse des minimas sociaux, la rehausse des retraites, la baisse des impôts, l'annulation des taxes\", ou encore \"Remettre l'ISF\", lancent les manifestants. Un mois après le début du conflit, l'exécutif lâche du lest. La hausse des taxes sur le carburant en 2019 : supprimée. Les augmentations du gaz et de l'électricité cet hiver : annulées. Et le nouveau contrôle technique qui aurait coûté plus cher aux automobilistes : reporté. Les autres revendications Des concessions insuffisantes pour les \"gilets jaunes libres\", reçus vendredi 7 décembre à Matignon. \"Nous avons tout mis sur la table. Nous avons surtout fait passer le message au Premier ministre que l'heure est grave et que c'était urgent\", a déclaré à la sortie Benjamin Cauchy, co-fondateur du collectif. Ils exigent en plus le retour de l'ISF, la hausse du SMIC autour de 1 300 euros nets, ou encore la retraite à 60 ans et une augmentation générale des pensions. Désormais, tous les \"gilets jaunes\" attendent un geste fort du président de la République."	Elsa Pallot	France 2	12	8	2018
"\"Gilets jaunes\" : qui sont les auteurs des violences ?"	"En marge des manifestants des \"gilets jaunes\" ont eu lieu plusieurs actes de violence et de vandalisme dont les auteurs sont difficilement identifiables.Les infrastructures du péage portent les traces des violences qui ont eu lieu lundi 19 novembre. L'oeuvre d'éléments extérieurs aux \"gilets jaunes\", selon certains manifestants qui évoquent \"des casseurs\". Violences en Bretagne Sur une vidéo amateur, on aperçoit des \"gilets jaunes\" qui ont l'air d'assister, impuissants, aux dégradations. Plusieurs personnes vêtues de noir entretiennent un feu, mais difficile d'identifier les auteurs des actes de vandalisme. Le ministre de l'Intérieur, invité sur France 2 dans la matinée de mardi 20 novembre, a vivement critiqué ces débordements. En Bretagne, une manifestation s'est prolongée tard dans la nuit et a donné lieu à six interpellations. Les \"gilets jaunes\" assurent encore ne pas être les auteurs des violences. La préfecture des Côtes-d'Armor a interdit la tenue de toute nouvelle manifestation sur la commune."	Philippe Denis	France 3	11	20	2018
"\"Gilets jaunes\" : qui sont les casseurs interpellés à la manifestation de Paris ?"	"Au total, 101 personnes ont été placées en garde à vue au palais de justice de Paris. Le journaliste Benjamin Delombre est sur place pour France 3 alors que les premières comparutions immédiates ont lieu lundi 26 novembre après-midi.Sur les 101 personnes placées en garde à vue samedi 24 novembre, 20 devraient être jugées lundi 26 novembre au palais de justice de Paris. \"Désormais, on en sait plus sur qui sont ces casseurs. Si dès samedi, le ministre de l'Intérieur a pointé la responsabilité de la mouvance d'extrême droite, un rapport de police pointe une réalité tout autre. Selon les forces de l'ordre, si des militants d'extrême droite ont bien commis des violences, l'immense majorité des personnes gardées à vue auraient des liens avec l'ultra gauche\", explique le journaliste Benjamin Delombre. Grande diversité des personnes interpellées Autre information frappante de ce rapport, c'est l'extrême diversité des personnes interpellées. \"Il y a des mineurs, des femmes, de jeunes hommes qui pour la moitié viennent de Paris et sa banlieue. Leurs professions elles aussi sont variées, ils sont menuisiers, ouvriers ou encore cuisiniers\", détaille Benjamin Delombre, avant de conclure. \"Un peu à l'image du mouvement \"gilets jaunes\", très hétérogène, il est très difficile de classer dans une catégorie ou dans une autre les personnes interpellées samedi\"."	Pierre-Yves Grenu	France 3	11	26	2018
"\"Gilets jaunes\" : qui sont les meneurs ?"	"Alors que samedi 17 novembre se tiendra la première journée de manifestation des \"gilets jaunes\", France 2 a rencontré des meneuses de ce groupe de citoyens en colère.C'est un mouvement créé sur les réseaux sociaux. Les désormais célèbres \"gilets jaunes\", loin des partis politiques ou encore des syndicats, ont vu des leadeurs émerger. Mais qui sont ces meneurs de ce blocage routier ? Les équipes de France 2 ont suivi deux cheffes, en Seine-et-Marne et en Loire-Atlantique. À l'aide d'une pétition sur internet, c'est la toute première à se mobiliser sur les prix du carburant, dès le mois de mai. Priscilla Ludosky, 33 ans, est autoentrepreneuse et ne se reconnaît dans aucun parti politique. \"J'ai lancé la pétition seule, je ne fais pas partie ni d'une association ni d'un parti politique\", explique la jeune femme. Vers un parti politique ? Apolitique, tout comme la désormais célèbre Jacline Mouraud, une hypnothérapeute de 51 ans. Elle est désormais contactée par des \"gilets jaunes\" de tous horizons, comme \"des entrepreneurs, des professeurs\", confie la \"porte-parole\" du mouvement. Elle dit avoir voté blanc aux deux tours de l'élection présidentielle. Le carburant n'est pas son seul sujet de mécontentement. Elle ne digère pas la suppression de l'ISF. \"Que voulez-vous que ça produise dans la tête des gens qui n'arrivent pas à boucler les fins de mois ? Je ne suis ni de gauche ni de droite, je suis du parti du cœur !\", martèle-t-elle. Des \"gilets jaunes\" difficilement classables, mais selon un spécialiste de l'opinion, ces Français viendraient davantage des extrêmes que de la majorité de l'électorat. \"On est sur des électorats plus radicaux. Ce sont des gens qui sont en colère\", explique Jérôme Fourquet, directeur du département opinion de l'IFOP. Ces deux meneuses préviennent que demain, samedi 17 novembre, n'est que la première manifestation des \"gilets jaunes\", avant de, pourquoi pas, créer un nouveau mouvement politique."	Elsa Pallot	France 2	11	16	2018
"\"Gilets jaunes\" : rationnement de carburant en Bretagne"	"Lundi 3 décembre, plusieurs stations-service de Bretagne sont à sec. Des mesures de restriction d'essence ont été mises en place.À Lorient dans le Morbihan, plusieurs stations-service sont fermées ou en rupture de certains carburants lundi 3 décembre. Pour les habitants, faire le plein est devenu mission impossible. Depuis plusieurs jours devant le dépôt pétrolier, plus aucune citerne ne passe à cause d'un barrage de \"gilets jaunes\". Mais ces derniers ne sont pas les seuls à bloquer. Les entrepreneurs du bâtiment se sont mobilisés pour dénoncer la suppression de leur exonération de taxe sur le gazole. Un combat main dans la main Grâce aux engins déployés par les patrons du BTP, les \"gilets jaunes\" espèrent tenir le barrage. Un combat main dans la main, un \"vrai partenariat\", indique l'un d'entre eux. Dans le Finistère, la préfecture a pris les premières mesures de restriction pour rationner le carburant. Les blocages s'étendent déjà en Bretagne et à d'autres régions."	Thomas Horeau	France 2	12	3	2018
"\"Gilets jaunes\" : retour au calme à Bordeaux"	"La journaliste Hélène Chauwin fait le point sur la mobilisation des \"gilets jaunes\" à Bordeaux (Gironde), samedi 15 décembre.Bordeaux, en Gironde, fut l'une des villes marquées par des violences la semaine dernière. Quand est-il de la situation pendant cette cinquième journée de mobilisation, samedi 15 décembre ? En fin de journée, \"le calme est revenu même si sporadiquement les affrontements se poursuivent un peu plus loin\", rapporte la journaliste Hélène Chauwin, en duplex de Bordeaux. \"À 17 heures, ils étaient encore un millier de 'gilets jaunes' très déterminés, on a pu craindre le pire place Pey Berland, où les débordements avaient eu lieu samedi dernier\", ajoute-t-elle. Une vingtaine d'interpellations \"Les policiers et les gendarmes avaient été déployés en nombre. Ils ont pu disperser les manifestants dans les rues adjacentes\", lors des heurts qui sont survenus, \"au milieu des badauds qui faisaient tranquillement des achats de Noël. Ce soir, la préfecture fait état d'une vingtaine d'interpellations, contre 70 samedi dernier\", explique la journaliste Hélène Chauwin."	Philippe Denis	France 3	12	15	2018
"\"Gilets jaunes\" : réveillon sur un rond-point"	"Pour le réveillon, les effectifs seront renforcés à Bordeaux (Gironde) et à Nice (Alpes-Maritimes) où les \"gilets jaunes\" ont lancé des appels au rassemblement.Sur un rond-point de Millau, dans l'Aveyron, le campement s'apprête à fêter le réveillon. La journaliste de France 3 Mathilde de Flamesnil fait le point sur la mobilisation des \"gilets jaunes\" pour le réveillon, en duplex d'un campement de Millau, dans l'Aveyron. \"31 décembre ou pas, pas question de quitter le campement sur les hauteurs de Millau (Aveyron), sur ce rond-point de Saint-Germain à quelques centaines de mètres de l'accès à l'autoroute et au viaduc de Millau, les 'gilets jaunes' maintiennent le mouvement\", rapporte la journaliste. Certains avaient passé Noël sur ce rond-point \"Ils arrivent au compte goutte, ils se relaient comme chaque jour. Certains ont d'ailleurs passé les fêtes de Noël ici, ils étaient une quinzaine. Ce soir, difficile à prévoir. L'organisation est très aléatoire. Ce que l'on sait c'est que certains militants de la ZAD de Saint-Victor-et-Melvieu (Aveyron) pourraient venir sur ce rond-point rejoindre les 'gilets jaunes' dans la soirée. Il y aura bien un réveillon à leur façon ce soir\", conclut Mathilde de Flamesnil."	Pierre-Yves Grenu	France 3	12	31	2018
"\"Gilets jaunes\" : situation tendue à Toulouse et Marseille"	"En région, la mobilisation des \"gilets jaunes\" a également été forte samedi 8 décembre. Toulouse et à Marseille, des violents affrontements entre forces de l'ordre et manifestants ont éclaté.À Toulouse (Haute-Garonne), des affrontements entre forces de l'ordre et manifestants ont éclaté samedi 8 décembre, en marge de la mobilisation des \"gilets jaunes\". En début de soirée, la tension était toujours très vive. \"Après avoir libéré une barricade devant le musée des Abattoirs, c'est le quartier Saint-Cyprien que les forces de l'ordre tentent d'évacuer\", rapporte le journaliste de France 3 Sylvain Duchampt en direct de Toulouse. Et d'ajouter que \"du mobilier urbain ou encore des vitrines de banques ont été saccagés\". Des casseurs très mobiles à Marseille À Marseille (Bouches-du-Rhône), la journée avait débuté dans le calme, mais en fin d'après-midi, des échauffourées ont éclaté. \"La journée avait effectivement bien démarré avec un cortège de 'gilets jaunes' plutôt calmes, qui a souhaité se diriger à un moment devant la mairie. À ce moment-là, ils ont été interrompus par un cordon de forces de l'ordre et c'est à ce moment-là que tout est devenu très tendu. Des petits groupes de casseurs ont également fait leur apparition et toute l'après-midi, ils ont été très mobiles dans l'hyper-centre de Marseille. Ils ont dégradé du mobilier urbain, brisé quelques vitrines, mis également le feu à des poubelles ainsi qu'à une voiture électrique. Les forces de l'ordre ont évidemment répliqué\", détaille la journaliste de France 3 Sophie Accarias. Avant de préciser que huit personnes ont été interpellées."	Philippe Denis	France 3	12	8	2018
"\"Gilets jaunes\" : sécuriser les barrages"	"La colère exprimée a provoqué plusieurs scènes de tensions et de violences. Comment la sécurité s'est-elle organisée afin d'éviter de nouveaux incidents ?Les \"gilets jaunes\" ont poursuivi leur mobilisation dimanche 18 novembre. Afin d'éviter au maximum les incidents, la sécurité s'est organisée sur les nombreux points de blocages. Près de Toulouse (Haute-Garonne), les consignes de ce barrage sont on ne peut plus claires : \"On laisse passer les personnes qui forcent le barrage, on n'est pas là pour se mettre en danger\", explique un organisateur aux autres \"gilets jaunes\". Les gendarmes ne sont qu'à quelques mètres et dès le début du rassemblement, ils ont travaillé avec les manifestants. \"On a mis des plots, les manifestants ont l'obligation de porter leur gilet jaune\", explique Benjamin Cauchy, porte-parole des \"gilets jaunes\". Une obsession : éviter les accrochages avec les automobilistes après plusieurs incidents survenus la veille. La sécurité au cœur d'une bataille de l'image En Seine-et-Marne, manifestation surprise devant le parc de Disneyland Paris, mais avec un service d'ordre. Les organisateurs savent que la sécurité est au cœur d'une bataille de l'image avec les forces de police : \"On veut montrer qu'on fait des choses, mais correctement, sérieusement, et on ira jusqu'au bout\", explique un gilet jaune. Il y a eu moins de manifestations aujourd'hui, mais de nombreuses opérations péages gratuits sur les autoroutes, comme en Auvergne-Rhône-Alpes, où une mobilisation était difficile à encadrer pour les forces de l'ordre. \"C'est la première fois dans ma carrière que je côtoie un tel dispositif avec des gens qui manifeste sans étiquette syndicale ou politique\", confie un policier. Il y a eu moins d'incidents durant cette journée du 18 novembre, mais au moins un blessé grave est à déplorer parmi les manifestants selon un bilan toujours provisoire."	Elsa Pallot	France 2	11	18	2018
"\"Gilets jaunes\" : sécurité maximale pour cette nouvelle journée de mobilisation"	"La journaliste Sophie Neumayer, en direct de la place Beauvau (Paris), fait le point sur le dispositif de sécurité qui sera mis en place, samedi 15 décembre, pour cette nouvelle mobilisation des \"gilets jaunes\".Quel dispositif de sécurité a été prévu pour encadrer l'acte V des mobilisations des \"gilets jaunes\", samedi 15 décembre ? Sera-t-il identique à celui de la semaine dernière ? \"Il sera similaire. La semaine dernière, 89 000 policiers et gendarmes étaient mobilisés sur toute la France\", rapporte la journaliste Sophie Neumayer, en direct de la place Beauvau (Paris).\"L'enjeu demain [samedi 15 décembre] est de faire en sorte que ces scènes de pillages et de saccages (...) ne se reproduisent pas à Paris\", ajoute-t-elle. \"Mettre la main sur un maximum d'objets suspects\" \"Comme la semaine dernière, 8 000 membres de l'ordre seront mobilisés, 14 blindés, avec toujours cette stratégie de fouilles très tôt le matin dans les gares et les péages. Objectif : mettre la main sur un maximum d'objets suspects, tels que des boules de pétanque ou encore des marteaux comme saisis samedi dernier\", explique Sophie Neumayer."	Philippe Denis	France 3	12	14	2018
"\"Gilets jaunes\" : tour de France de la mobilisation dimanche 25 novembre"	"Les \"gilets jaunes\" ont continué à se mobiliser par endroits dans l'Hexagone, dimanche 25 novembre. Petit tour des régions.La mobilisation des \"gilets jaunes\" s'est poursuivie un peu partout en France, dimanche 25 novembre. À La Voulte-sur-Rhône, en Ardèche, c'est dans la bonne humeur que les \"gilets jaunes\" ont tenté de recruter de nouveaux soutiens parmi les automobilistes. Aux abords d'un centre commercial, en périphérie de Besançon (Doubs), ils se sont relayés tout le week-end. Parmi eux, des actifs, mais également des retraités. Des soutiens allemands Près d'Antibes (Alpes-Maritimes), pas de blocage, mais un péage occupé rendu gratuit encore dimanche grâce aux \"gilets jaunes\". Sur l'A50, en revanche, à La Ciotat (Bouches-du-Rhône), péage fermé. Les \"gilets jaunes\" nettoient le site vandalisé et incendié la nuit dernière. À Sarreguemines (Moselle), il y avait comme un air d'amitié franco-allemande dimanche. Les \"gilets jaunes\" se sont trouvé des soutiens de l'autre côté de la frontière. Partout en France, le rendez-vous est pris pour de nouvelles manifestations, toujours en jaune, dès le week-end prochain."	Philippe Denis	France 3	11	25	2018
"\"Gilets jaunes\" : troisième semaine de mobilisation"	"Au Mans, dans la Sarthe, le journaliste Antoine Werner fait le point sur la situation devant un dépôt pétrolier bloqué.Les rassemblements et les blocages de \"gilets jaunes\" continuent un peu partout en France, alors qu'une troisième semaine de revendication s'ouvre. \"Ils sont encore une centaine de 'gilets jaunes' devant un dépôt pétrolier du Mans (Sarthe). Ils parlent tous en cœur ici et c'est, évidemment, l'exécutif qui en prend pour son grade\", rapporte le journaliste sur place Antoine Werner. \"Un homme d'une quarantaine d'années qui travaille dans un magasin de bricolage m'a montré par écrit les dix revendications des 'gilets jaunes', parmi lesquelles la destitution d'Emmanuel Macron ou encore la baisse de salaire du gouvernement\", précise-t-il. Le gouvernement dans la ligne de mire des \"gilets jaunes\" \"C'est bien le gouvernement que l'on veut mettre à mal en bloquant le dépôt. Ils ont d'ailleurs chanté tous ensemble 'Macron, démission'. Une jeune fille d'une vingtaine d'années m'a dit qu'elle ne lâcherait rien - sa mère gagne 450 euros par mois - et qu'elle continuerait à bloquer ici tant que ce serait possible\", conclut-il."	Pierre-Yves Grenu	France 3	12	3	2018
"\"Gilets jaunes\" : un 7e samedi sous tension"	"Ils étaient moins nombreux à manifester, samedi 29 décembre, mais les \"gilets jaunes\" continuent de faire la une de l'actualité. De source policière, 12 000 personnes ont manifesté.Noël n'a pas entaché la détermination de ces \"gilets jaunes\". À Nantes (Loire-Atlantique), ils sont un millier à montrer leur colère, dans la rue. \"Le but c'est d'être là, de montrer au gouvernement que l'on ne lâche pas\", explique un \"gilet jaune\". Sur les ronds-points, sur les marchés, sur les autoroutes, les \"gilets jaunes\" se sont mobilisés partout en France, samedi 29 décembre. À Calais (Pas-de-Calais), une centaine a investi l'A16. Objectif : installer un barrage filtrant, et gare à ceux qui forcent le passage. Eux aussi ne veulent rien lâcher. \"Au mois de février, c'est une promesse, on sera plus nombreux\" À Paris, la stratégie est différente. Sous les fenêtres de BFMTV, puis de France Télévisions, ils sont venus se faire entendre. Leur mobilisation s'essoufflerait-elle ? Le rassemblement sur les Champs-Élysées est timide, mais tous assurent que le mouvement va reprendre en janvier. \"Au mois de février, c'est une promesse, on sera plus nombreux\", assure un \"gilet jaune\". Malgré quelques incidents, les manifestations se sont globalement déroulées dans le calme."	Philippe Denis	France 3	12	29	2018
"\"Gilets jaunes\" : un appel à bloquer les frontières"	"Alors que les appels à manifester sont moins suivis, certains \"gilets jaunes\" sont prêts pour un \"acte 6\" samedi 22 décembre.Y aura-t-il beaucoup de \"gilets jaunes\" rassemblés samedi 22 décembre ? Sur un rond-point de Haute-Savoie, la mobilisation est maximale. Les manifestants se disent plus déterminés que jamais, malgré les tentatives des forces de l'ordre pour les déloger. Une nouvelle cible est désignée pour cet \"acte 6\" : les frontières. Les \"gilets jaunes\" préparent notamment des blocages près de Menton dans les Alpes-Maritimes, à la frontière italienne. Même projet aux frontières espagnole et belge. Le château de Versailles fermé Dans les Yvelines, à Versailles, un autre rassemblement est programmé. Sur une page Facebook, 1 500 \"gilets jaunes\" déclarent y participer et 8 100 sont \"intéressés\". Pour ne prendre aucun risque, les autorités ont décidé de fermer exceptionnellement le château de Versailles. Difficile de jauger l'ampleur de la manifestation samedi 22 décembre. Selon le ministère de l'Intérieur, 3 680 personnes étaient toujours mobilisées sur les 200 ronds-points encore occupés jeudi 20 décembre. Au moins six stations de métro seront fermées dans le secteur des Champs-Élysées à Paris."	Elsa Pallot	France 2	12	21	2018
"\"Gilets jaunes\" : un chauffeur de camion violemment pris à partie"	"Un chauffeur routier bulgare à Saint-Étienne-du-Rouvray (Seine-Maritime) s'est retrouvé bloqué sur un rond-point par des \"gilets jaunes\" dans la nuit du vendredi 21 au samedi 22 décembre.Le pare-brise du chauffeur routier bulgare est caillassé, criblé d'impacts après la course-poursuite. Dans la nuit du vendredi 21 décembre, il arrive au rond-point des Vaches à l'entrée de Rouen (Seine-Maritime) tenu par des \"gilets jaunes\". Il est occupé depuis plusieurs semaines par les manifestants. Comme tous les jours, le camion est bloqué dans les bouchons. Mais pendant cette attente, deux individus s'en prennent à son véhicule. \"Deux personnes auraient tenté d'arracher la cargaison du camion. Pris de panique, le chauffeur aurait accéléré pour forcer le barrage. Il a alors essuyé des jets de projectiles, dont une boule de pétanque\", a déclaré la préfecture de la Seine-Maritime. Un pneu s'enflamme Commence alors une course-poursuite entre le chauffeur et deux véhicules sur 12 kilomètres, jusqu'à la sortie d'un tunnel. Sur la route, un pneu du camion s'est même enflammé avant d'éclater. La police le voit et arrête le camion tandis que les poursuivants prennent la fuite. Selon les policiers, ces personnes agressives portaient des gilets jaunes, mais pour l'un de leur porte-parole, ce ne sont pas des manifestants. Le chauffeur sous le choc a porté plainte et la préfecture demande, elle, aux poids lourds de ne plus emprunter ce rond-point jusqu'au départ des \"gilets jaunes\"."	Philippe Denis	France 3	12	25	2018
"\"Gilets jaunes\" : un discours pour sortir de la crise"	"En duplex depuis le palais de l'Élysée, la journaliste Anne Bourse fait le point sur l'allocution télévisée d'Emmanuel Macron lundi 10 décembre à 20 heures, en réponse aux revendications des \"gilets jaunes\".Lundi 10 décembre au soir, le chef de l'État ne peut pas se permettre de rater son intervention télévisée. \"Il n'a pas le droit à l'erreur. C'est toute la suite de son quinquennat qui est en jeu. Emmanuel Macron doit donc convaincre les 'gilets jaunes' sur le fond et la forme. Pour cela, il doit frapper vite et fort, avec des mots simples, parce que c'est aussi sa méthode et son style qui sont décriés. Il ne s'est pas exprimé depuis dix jours, c'est long. Le président de la République comme le gouvernement apparaissent à contretemps depuis le début de la crise. Ayant laissé les revendications se multiplier, le président de la République se retrouve le dos au mur\", analyse la journaliste Anne Bouse, en duplex depuis l'Élysée. Trouver les mots justes \"Si l'Élysée refuse toujours de parler de virage social, le président va devoir lâcher du lest et répondre à cette demande majeure des 'gilets jaunes' : augmenter le pouvoir d'achat. Mais une simple énumération de mesures ne calmera pas les esprits. Emmanuel Macron doit trouver le sens du dialogue avec les 'gilets jaunes'. Dans quelques minutes, il doit donc prononcer les mots justes pour monter qu'il a effectivement compris leur détresse\", conclut-elle."	Philippe Denis	France 3	12	10	2018
