title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"Affaire des \"écoutes\" : début du procès de Nicolas Sarkozy pour corruption et trafic d'influence"	"L’ex-chef de l’État est jugé à partir de lundi 23 novembre pour avoir tenté d’influencer des juges alors qu’il était en fonction.Nicolas Sarkozy, ex-président de la République en 2007 et 2012, sera jugé à partir de lundi 23 novembre pour corruption et trafic d’influence. Dans ce procès dit des \"écoutes\", c’est la première fois qu’un ancien chef de l’État est jugé pour corruption. \"Cette affaire, c’est aussi l’histoire secrète d’une ligne téléphonique\", rappelle Éric Pelletier, journaliste de France 3 en duplex depuis le palais de justice de Paris. Il risque 10 ans de prison Cette ligne téléphonique attribuée à Nicolas Sarkozy lui aurait permis de correspondre discrètement avec son avocat Me Thierry Herzog. \"Une ligne placée sur écoutes par les juges d’instruction, et qui va nourrir bien des soupçons\", ajoute le journaliste. \"Les magistrats estiment que Nicolas Sarkozy a cherché à influencer une décision de la Cour de cassation (…) S’il est déclaré coupable, l’ancien président de la République risque dix ans d’emprisonnement\", détaille Éric Pelletier."	Pierre-Yves Grenu	France 3	11	23	2020
Affaire des financement libyens : Nicolas Sarkozy mis en examen pour association de malfaiteurs	"Vendredi 16 octobre, l’ancien président de la République, Nicolas Sarkozy, a été mis en examen pour association de malfaiteurs, dans le cadre de l’affaire des soupçons de financements libyens pendant sa campagne en 2007.Nouveau rebondissement dans le cadre de l’enquête des potentiels financements libyens dans la campagne électorale de 2007 de Nicolas Sarkozy. L’ancien président de la République a en effet été mis en examen, vendredi 16 octobre, pour association de malfaiteurs. C’est la quatrième poursuite engagée dans ce dossier. Selon le site d’information Mediapart, la justice a découvert un compte enregistré aux Bahamas. Il appartient à l’un des ex-collaborateurs de l'homme politique. 440 000 euros sur un compte aux Bahamas 440 000 euros d’argent libyen auraient été versés sur le compte en question. De son côté, Nicolas Sarkozy a immédiatement diffusé un communiqué où il déclare : \"Voici donc franchie une nouvelle étape dans la longue liste des injustices commises tout au long de l’affaire dite du prétendu financement libyen de ma campagne électorale de 2007.\""	Thomas Horeau	France 2	10	16	2020
Affirmations de Carlos Ghosn : le vrai du faux	Carlos Ghosn, l'ancien PDG de Renault-Nissan, a pris la parole mercredi depuis Beyrouth (Liban) pour s’expliquer sur les accusations portées par la justice nippone. Nous avons voulu vérifier la véracité de certains de ses propos.  Mercredi 8 janvier 2020, Carlos Ghosn s'est exprimé longuement à Beyrouth après 400 jours passés au Japon, en prison puis en résidence surveillée. L'ancien patron du groupe Renault-Nissan a contre-attaqué et s'est défendu sur la privatisation du château de Versailles, les rémunérations différées et le cours de l'action de Renault. Ce sujet a été diffusé dans le journal télévisé de 20H du 09/01/2020 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 9 janvier 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	1	9	2020
Afflux de migrants en Turquie et en Grèce : vers une nouvelle crise ?	Le président turc ne relâche pas la pression sur l'Europe. Il affirme que des millions de migrants vont rejoindre l'union maintenant qu'il a ouvert les frontières. Reportage au plus près des points de passage entre la Grèce et la Turquie.  La situation est confuse à la frontière entre la Grèce et la Turquie. Les policiers et les militaires turcs bloquent la route. Ils ont installé des grilles. Les demandeurs d'asile et les réfugiés sont obligés de traverser les champs pour atteindre la frontière avec la Grèce. Ils sont aussi bloqués par les autorités grecques. Des milliers de policiers et militaires font usage de gaz lacrymogène pour contenir leur afflux. Ce sujet a été diffusé dans le journal télévisé de 20H du 02/03/2020 présenté par Julien Arnaud sur TF1. Vous retrouverez au programme du JT de 20H du 2 mars 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	3	2	2020
Afrique de l'Est : des criquets volants dévastent les cultures	"La Somalie a été déclarée en urgence nationale, car le pays subit les assauts de nuées de criquets sur les cultures, ravagées en quelques heures. Une situation qui dure depuis des semaines en Somalie, mais aussi au Kenya, et qui menace toute l'Afrique de l'Est.Ils menacent d'affamer l'Afrique de l'Est. Des milliards de criquets fondent sur le Kenya, l'Éthiopie, l'Érythrée et la Somalie. Le fléau est hors norme. Les arbres sont totalement recouverts par ces insectes incroyablement voraces. Ils mangent tout, ravagent les cultures, menacent les récoltes. Au Kenya, un agriculteur tente désespérément de les faire fuir en faisant du bruit. C'est le geste dérisoire d'une population menacée d'insécurité alimentaire selon les Nations unies. \"Nous avons peur d'avoir faim en attendant la prochaine saison, en octobre\", confirme une agricultrice. 80 millions d'insectes pour un kilomètre carré Les invasions de criquets sont un phénomène récurrent en Afrique, mais cette fois, ces affamés volants créent des essaims incroyablement denses : 80 millions d'insectes pour un kilomètre carré. En une journée, ils dévorent l'équivalent de ce que mangeraient 35 000 personnes. Selon un chercheur, le criquet solitaire n'est jamais dangereux, mais quand il est en groupe, il n'est plus sélectif sur son groupe d'aliments, attaquant toutes les plantes possibles. Ces invasions s'expliquent par des conditions climatiques extrêmement favorables."	Elsa Pallot	France 2	2	6	2020
Agents d’entretien : en première ligne face au Covid-19	"David Miezan est un agent de propreté. Il travaille \"pour la sécurité des gens\", indique t-il. \"Aujourd’hui, tout le monde n’est pas dépisté. Je dois travailler pendant trois heures. Dès que je quitte mon poste, le Covid-19 est toujours là. Si je suis remplacé sur un plateau et si il n’est pas désinfecté, la contamination est faite. C’est une très grande responsabilité\", avertit l’agent. Environ une heure et demie de transports \"Je sors de chez moi à 5 H 40. De la gare d’Aulnay-sous-Bois, j’ai à peu près 1 h 30, environ. J’ai jusqu’à trois, quatre correspondances. Entre les correspondances, je marche beaucoup et je marche rapidement. D’aucuns diront que c’est long, mais cela me permet de pratiquer du sport\", explique David Miezan. Il arrive le matin \"en pleine forme pour attaquer le travail\". Il travaille sur un site à cinq étages, répartis sur 4 000 mètres carrés avec plus de 200 employés. Avec le Covid-19, le personnel y est réduit à environ 20%."	Elsa Pallot	France 2	11	20	2020
Agression d'un chauffeur de bus à Bayonne : une marche blanche en hommage à Philippe Monguillot	Elles étaient là où tout s'est passé, près de l'arrêt où s'est déroulée la violente agression d'un chauffeur de bus. De nombreuses personnes ont participé ce mercredi à une marche blanche en hommage à Philippe Monguillot.  Une marche blanche a été organisée ce mercredi dans les rues de Bayonne en hommage à Philippe Monguillot. Elle a rassemblé des personnes de toutes opinions, venues de tous horizons. Trois jours après l'agression dont a été victime le chauffeur de bus, elles sont partagées entre chagrin et colère. Le père de trois enfants est en état de mort cérébrale. Ce sujet a été diffusé dans le journal télévisé de 20H du 08/07/2020 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 8 juillet 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	7	8	2020
Agression d’un chauffeur de bus à Bayonne : le témoignage de sa femme	"Philippe Monguillot est toujours entre la vie et la mort au surlendemain de son agression. Ce mardi, nous avons rencontré sa femme.  Le chauffeur de bus, qui a été extrêmement agressé à Bayonne dimanche soir, est toujours en état de mort cérébrale ce mardi. Le parquet de Bayonne a demandé la mise en examen de quatre suspects. Sa femme, Véronique Monguillot, nous fait part de son ressenti. \"J'ai pleuré, pleuré... Et aujourd'hui, je pleure beaucoup moins. J'ai une colère en moi, une haine... J'ai promis à Philippe de le venger\", nous a-t-elle confié. \"Il faut vraiment que la justice se rende compte de la gravité qui est extrême et qu'elle punisse ces inhumains au maximum\", a-t-elle ajouté. Ce sujet a été diffusé dans le journal télévisé de 20H du 07/07/2020 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 7 juillet 2020 des reportages sur l’actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français."	""	TF1	7	7	2020
Agressions de pompiers : des caméras pour dissuader les actes de violence	"Le malaise des pompiers prend de l'ampleur en France. Ils se sentent parfois vulnérables sur le terrain, avec des situations de plus en plus complexes à prendre en charge. Actuellement, 13 casernes expérimentent l'utilisation d'une caméra-piéton pour dissuader les violences physiques et verbales.Dans le centre de Lyon (Rhône), des pompiers ont été appelés au cœur d'une manifestation. Un homme est blessé. Très vite, l'équipe d'intervention se sent oppressée. Un des soldats du feu décide alors de déclencher une petite caméra installée sur son torse, qui va filmer toute la scène. \"En cas d'agression ou de montée en tension de l'intervention, on prévient les interlocuteurs qu'on va les filmer\", explique Jean-Marie Zanot, lieutenant du Service Départemental-Métropolitain d'Incendie de Secours (SDMIS) à Lyon. Une utilisation encadrée Comme à Lyon, les casernes de 13 départements sont équipées. À Avignon (Vaucluse), le système est expérimenté depuis début janvier. Un nouvel outil face aux violences dont sont victimes les pompiers. Cependant, leur utilisation est très encadrée. Les images sont conservées pendant une durée de six mois maximum, avant d'être automatiquement supprimées. L'accès aux fichiers est également contrôlé. Ils sont accessibles uniquement au directeur des services départementaux d'incendie et de secours ainsi que leurs adjoints, à la police et aux autorités judiciaires. Mais l'arrivée des caméras-piétons ne font pas l'unanimité."	Philippe Denis	France 3	1	28	2020
Agribashing : des éleveurs connectés pour lutter contre les clichés	"Critiqué pour l'utilisation de pesticides, le monde agricole est victime d'agribashing. Des exploitants ont décidé d'expliquer leur métier, notamment via les réseaux sociaux.Laurent Gasc est un agriculteur ultraconnecté. Tous les jours, il publie sur Twitter les paysages du Tarn qui rythment son quotidien. L'éleveur s'est mis aux réseaux sociaux pour partager sa passion du terroir et de son métier. Laurent est suivi par 4 000 abonnés, mais son père, agriculteur à la retraite, est plutôt sceptique face à cette génération de paysans connectés. \"Ça prend beaucoup de temps et ça n'amène pas grand-chose économiquement\", estime Jean-Pierre Gasc. L'agriloving contre l'agribashing À Nolay, en Côte-d'Or, Baptiste Colson essaye lui aussi d'être un agriculteur actif sur les réseaux sociaux. Comme Laurent Gasc, il compte sur ces contenus pour redorer l'image du métier face à un agribashing agressif en ligne. Les exploitants sont de plus en plus nombreux à rallier les rangs de \"l'agriloving\", la communauté des amoureux de l'agriculture."	Pierre-Yves Grenu	France 3	2	20	2020
Agriculture : Emmanuel Macron en négociations à Bruxelles avant sa visite au salon	"Emmanuel Macron se rendra au Salon de l'agriculture samedi 22 février, à Paris. Avant sa visite, le chef de l'État tend les bras aux agriculteurs, et espère également leur annoncer une bonne nouvelle. Mais rien n'est moins sûr.Le chef de l'État visitera le Salon de l'agriculture (Paris) samedi 22 février, jour d'ouverture. \"Emmanuel Macron est en ce moment à Bruxelles (Belgique) pour négocier le budget de l'Union européenne. Et c'est un budget primordial parce que c'est le premier après le Brexit, et les 27 perdent la contribution financière du Royaume-Uni. C'est un vrai problème puisqu'en Europe, le premier poste des dépenses, c'est la Pac (Politique agricole commune). Elle permet de verser des aides aux agriculteurs\", explique la journaliste Christelle Meral en duplex du salon, Porte de Versailles dans le sud de Paris. 650 000 visiteurs attendus Mais pour Emmanuel Macron, le compte n'y est pas : il manque au moins 5 milliards d'euros. \"Alors le chef de l'État va se battre à Bruxelles pour tenter de maintenir ces aides. Mais rien n'est moins sûr. C'est dans ce contexte qu'il est attendu demain (samedi 22 février) sur le Salon de l'agriculture. Il aura face à lui des agriculteurs souvent confrontés à des difficultés financières, et parfois critiqués. Un climat qui ne devrait cependant pas jouer sur la popularité du salon puisque 650 000 visiteurs sont attendus pendant neuf jours\", conclut la journaliste."	Pierre-Yves Grenu	France 3	2	21	2020
Agriculture : des friches qui valent de l'or	"De nombreuses communes sont confrontées au recul des terres agricoles. La France perd l'équivalent d'un département tous les dix ans. Un article de loi oublié pourrait donner des idées à beaucoup d'élus.Le long du littoral breton, un village semble avoir trouvé la recette magique pour résister au recul des terres agricoles. Moëlan-sur-Mer, une petite commune du Finistère, est bien décidée à installer des paysans sur ses terrains laissés à l'abandon, grâce à un article de loi oublié qui pourrait bien donner des idées à toute la France. Des terres en friches entourent la petite exploitation de Julien Doineau. Freiné par le prix des terrains, ce maraîcher a longtemps remis à plus tard ses projets d'installation. Jusqu'à acquérir en 2018 ce coin de terre, encore trop petit pour vivre de son travail. \"Économiquement, ce n'est pas viable du tout. Il faut que je puisse en vivre, faire bouillir la marmite, pas seulement la remplir\", explique-t-il. Une surface d'exploitation multipliée par dix Il lui faut donc plus de terre. Et d'ici quelques semaines, Julien Doineau pourra cultiver la parcelle voisine laissée à l'abandon depuis 30 ans. Et il va même multiplier par dix la taille de son exploitation, sur des terres qui ne lui appartiennent pas, sans que ses propriétaires aient pu s'opposer à l'arrivée des débroussailleuses. Une expansion rendue possible par la commune grâce à une astuce juridique étonnante : un vieil article du code rural qui oblige les propriétaires à remettre en culture leurs terrains laissés en friches."	Philippe Denis	France 3	2	24	2020
Agriculture : des panneaux intelligents pour protéger les cultures	"Dans le Var et les Bouches-du-Rhône, des agriculteurs se sont équipés de panneaux solaires intelligents, gérés à distance, pour s'adapter au changement climatique et optimiser leur production.À Rians (Var), le réchauffement climatique est déjà une réalité. Ainsi, plusieurs agriculteurs, comme Gauthier Hugues, viticulteur, se sont équipés de panneaux solaires intelligents qui protègent les cultures de la chaleur, du soleil, de la pluie et du gel. Le résultat est efficace : \"On arrive à retrouver une maturité [de la grappe de raisins] comme dans le temps. C'est-à-dire que la vigne finit son cycle tout à fait normalement, sans coups de chaleur ni sur les feuilles, ni sur la grappe\", indique-t-il. L'installation est financée par l'électricité qu'elle produit L'installation ne coûte rien à l'agriculteur, car l'électricité produite la finance. L'investissement initial est porté par une jeune entreprise basée à Aix-en-Provence (Bouches-du-Rhône), qui surveille et analyse quasiment en temps réel les températures au sol dans les champs. Grâce à l'ombre des panneaux, les cultures irriguées ont besoin de moins d'eau. Une bonne nouvelle alors que les prévisions les plus pessimistes estiment que, dans la région, les précipitations pourraient diminuer d'un tiers en 60 ans."	Philippe Denis	France 3	12	7	2020
Agriculture : difficile de se passer des néonicotinoïdes, pesticides tueurs d'abeilles	"Les députés ont adopté mercredi 23 septembre en Commission le projet de loi qui autorise de nouveau les néonicotinoïdes, responsables de la disparition des abeilles. Les producteurs de betteraves en ont besoin pour leurs cultures touchées par la jaunisse.Dans la ferme d'Alexis Hache, producteur de betteraves dans l'Oise, une grande partie de la récolte est jaunie. La croissance de la plante est freinée. \"L'impact sur notre rendement de betterave va être largement supérieur à 50 %\", déplore l'agriculteur. Au total, 40 hectares sont impactés. Cela représente 40 000 euros de pertes. Ce betteravier ne peut plus traiter ses champs avec les néonicotinoïdes, interdits depuis 2018 car responsables de la disparition des abeilles. Il a essayé d'autres pesticides autorisés, mais sans succès. La filière du sucre français emploi 46 000 personnes Comme lui, une majorité de producteurs se disent dans l'impasse. Ils sont même prêts à abandonner la culture de la betterave. La filière du sucre français représente pourtant 46 000 emplois directs. Sous la pression des agriculteurs, 30 chercheurs tentent d'innover et de mettre au point des graines de betteraves naturelles, plus résistantes aux maladies. Par exemple, en imaginant \"des molécules qui font repartir les pucerons\", comme l'explique Philippe Mauguin, président de l'institut national de recherche pour l'agriculture, l'alimentation et l'environnement."	Elsa Pallot	France 2	9	24	2020
Agriculture : faut-il taxer la viande pour protéger l'environnement ?	"Un groupe d'ONG néerlandaises propose de taxer la viande en Europe. L’argent récolté permettrait d'accompagner les agriculteurs dans leur transition bio.Et si, pour lutter contre le réchauffement climatique, la viande était vendue plus cher ? Une trentaine d'associations néerlandaises a présenté au Parlement européen des propositions pour augmenter le prix au kilo. Aujourd'hui, la consommation moyenne de viande par an et par habitant avoisine dans l'UE les 40 kg. C'est trop pour beaucoup d'ONG qui militent pour la protection de l'environnement. \"La viande est un aliment qui génère beaucoup de gaz à effet de serre\", indique Jeroom Remmers, directeur de l'ONG Tapp Coalition. Une taxe reversée aux agriculteurs Les associations proposent d'abord d'augmenter le prix de la viande de 10 centimes d'euros pour 100 g d'ici 2022. Puis d'ici 2030, une hausse de 47 centimes pour 100 g de bœuf, 36 centimes pour le porc et 17 centimes pour le poulet. Cette taxe pourrait rapporter 32 milliards d'euros par an d'ici 2030 ; la moitié de la somme serait reversée aux agriculteurs pour financer une conversion vers le bio."	Elsa Pallot	France 2	2	6	2020
Agriculture : le Salon ouvre ses portes	"Le Salon de l'agriculture a ouvert ses portes dans la matinée du samedi 22 février. En tout, 650 000 visiteurs sont attendus.C'est l'un des temps forts de l'année. La 57e édition du Salon de l'agriculture a été inaugurée dans la matinée du 22 février. Avant même que n'ouvrent les portes, une impressionnante foule s'amasse déjà porte de Versailles, dans le 15e arrondissement de Paris. Pour éviter de se perdre entre tous les halls d'exposition, le premier geste à ne pas négliger : se munir d'un plan. Surtout pour ceux qui ne connaissent pas encore. \"Montrer notre travail\" Le public n'est pas uniquement parisien. Ici, on vient d'Aveyron, de Bourgogne ou encore de Touraine pour admirer les vaches. \"C'est costaud ! C'est un peu impressionnant toutes ces bêtes d'un coup\", se réjouit une jeune visiteuse. Du côté des éleveurs, échanger avec les curieux est primordial. \"Et montrer notre travail, surtout\", explique un éleveur de brebis de Picardie. En tout, pas moins de 650 000 personnes sont attendues d'ici la fin du salon."	Pierre-Yves Grenu	France 3	2	22	2020
Agriculture : le sorgho résiste à la sécheresse	"Le sorgho, une plante originaire d'Afrique beaucoup moins gourmande en eau que le maïs, séduit les agriculteurs. Elle a également l'avantage de résister à la sécheresse.On n'a pas encore l'habitude de voir le sorgho pousser dans les champs français. Pourtant, de plus en plus d'agriculteurs se lancent dans la culture de cette céréale. C'est le cas de Benjamin Pelleray, qui nourrit ses vaches en mélangeant le maïs et cette plante africaine. Ce complément alimentaire riche en fibres et en sucre a eu un effet étonnant sur son troupeau. \"On constate une augmentation de presqu'un litre de lait par vache et par jour\", explique l'agriculteur. Cinquième céréale mondiale Peu gourmande en eau, cette plante tropicale rustique ne craint pas les maladies. Elle résiste à la sécheresse et s'adapte aux contraintes environnementales actuelles. \"Elle plonge plus en profondeur et elle va capter l'eau plus loin. Elle a aussi une capacité à stopper sa croissance quand il fait très chaud et elle recommence quand elle a de l'eau ou des températures moindres\", précise Claire Caraes, référente fourrage à la chambre d'agriculture de Caen (Calvados). La culture du sorgho en France devrait dépasser les 90 000 hectares, avec une augmentation de 54 % en moyenne cette année. Elle est désormais la cinquième céréale mondiale, mais encore très loin derrière le blé et le maïs."	Pierre-Yves Grenu	France 3	9	22	2020
Agriculture : les bons et mauvais élèves de la loi alimentation	"Emmanuel Macron a donné un entretien à six groupes de presse régionale à la veille du salon de l'agriculture, samedi 22 février. Le président donne le ton en indiquant qu'il ne \"tolérera aucune violence à l'encontre des agriculteurs\", tout en désignant les mauvais élèves de la grande distribution. Autrement dit, ceux qui n'ont pas respecté les nouvelles règles de la loi alimentation.Des agriculteurs aux petits soins avec leurs bêtes. Tout doit être prêt avant l'ouverture du Salon de l'agriculture samedi 22 février. L'occasion pour Emmanuel Macron de dresser un premier bilan de la loi Égalim, dans une interview accordée à la presse quotidienne régionale. Son but : interdire les ventes à perte pour mieux rémunérer les agriculteurs. \"La loi commence à produire les effets. Cela suppose aussi que tous les acteurs de la chaîne soient responsables\", explique-t-il. Le chef de l'État n'hésite pas à pointer du doigt les mauvais élèves comme le groupe Leclerc. Des négociations jusqu'au 1er mars En 2019, l'enseigne a écopé d'une amende record : 117,3 millions d'euros pour pratique commerciale abusive. Plus récemment, d'autres distributeurs ont été sanctionnés, pour ne pas avoir respecté les délais de négociation avec leurs distributeurs. Du côté des bons élèves se trouve Liddle, qui a signé des accords avec la filière laitière pour mieux rémunérer les éleveurs. Mais pour un représentant de la filière Aubrac, le compte n'y est toujours pas. Les négociations avec les industriels et la grande distribution doivent se terminer le 1er mars, date de la fin du Salon de l'agriculture."	Pierre-Yves Grenu	France 3	2	21	2020
Agriculture : les derniers préparatifs avant l'ouverture du Salon	"À la veille de l'ouverture du Salon de l'agriculture vendredi 21 février, les agriculteurs se lancent dans les derniers préparatifs.Accueillie comme une star. Idéale, six ans, a fait son entrée au Salon de l'agriculture dans la matinée de vendredi 21 février. Accompagnée de son petit veau, l'égérie de cette année a pris place dans son enclos. Devant l'objectif des caméras, la belle Charolaise d'une tonne joue la vedette. \"C'est une bête qui est très représentative de la race, et qui nous donne entière satisfaction\", explique Jean-Marie Goujat, éleveur de vaches charolaises. Au même moment, de l'autre côté du Salon, l'heure est encore à faire sortir les animaux du camion. 600 000 visiteurs attendus Cela fait 21 ans que Didier Foubert vient présenter ses moutons Bleu du Maine. Pour l'éleveur originaire de Mayenne, pas question de manquer une édition. J-1 avant l'arrivée des 600 000 visiteurs : les bêtes se mettent sur leur 31. À la ferme de Paris, la journée commence par une bonne douche. Sur leurs places réservées, les vaches de Tom Decheppe ont déjà pris leur marque, prêtes pour le concours du mercredi 26 février. Pour le jeune éleveur de 17 ans, le Salon de l'agriculture constitue une occasion de casser les clichés et défendre son métier."	Philippe Denis	France 3	2	21	2020
Agriculture : les pesticides vraiment irremplaçables ?	Ce vigneron bordelais aimerait bien se passer du glyphosate, mais rentabilité oblige, il pulvérise toujours cet herbicide. Dans l'Essonne, un producteur de betteraves a interdiction d'utiliser des néonicotinoïdes et le résultat est désastreux.  Les vignes de ce vigneron à Bordeaux sont désherbées pour moins de dix euros, alors que l'alternative mécanique est pour l'instant coûteuse en machine et en main-d'œuvre qualifiée. Il a déjà baissé les doses au maximum et sait qu'il faudra faire sans d'ici 2023, et c'est techniquement possible. Mais ce n'est pas le cas pour les néonicotinoïdes. Alors, pour tenter de sauver sa récolte, ce producteur de betteraves a dû pulvériser trois fois un autre insecticide. Voilà pourquoi les producteurs de betteraves ont obtenu cette semaine une dérogation, car pour se passer de cet insecticide, la solution n'existe pas. Ce sujet a été diffusé dans le journal télévisé de 20H du 09/10/2020 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 20H du 9 octobre 2020 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	10	9	2020
Agriculture : les syndicats agricoles demandent l'aide de l'Etat pour soutenir leur secteur	Le secteur agricole est en grande difficulté à cause de l'épidémie de coronavirus. Il fait face notamment au manque de débouchés, induisant à la destruction des stocks.  Les agriculteurs font face au manque de débouchés, notamment à cause du verrouillage des frontières qui empêche l'exportation, ainsi que la fermeture des restaurants et des cantines. Les prix ont ainsi dégringolé et les cultivateurs ont eu recours à la vente directe. Les moyens sont toutefois insuffisants pour liquider les stocks, qu'ils s'apprêtent désormais à détruire. C'est notamment le cas des 500 000 tonnes de pommes de terre stockées dans les Hauts-de-France. Ce sujet a été diffusé dans le journal télévisé de 13H du 10/05/2020 présenté par Anne-Claire Coudray sur TF1. Vous retrouverez au programme du JT de 13H du 10 mai 2020 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	5	10	2020
Agriculture : l’écologie au coeur de la Politique Agricole Commune	"C’est un virage environnemental pour la Politique Agricole Commune (PAC). La réforme prévoit que tous les États membres de l’Union Européenne consacrent 20% des subventions à des programmes environnementaux plus exigeants.La Politique Agricole Commune (PAC) se met au vert. L’Europe annonce jeudi 22 octobre de nouvelles règles pour encourager les agriculteurs à défendre l’environnement et protéger la biodiversité. Sur son exploitation, Nicolas Desambucy, producteur de blé dur dans les Bouches-du-Rhône, était déjà engagé dans de telles démarches. Sur son exploitation, on trouve deux kilomètres de haies, mais aussi une quarantaine de nichoirs pour les oiseaux. \"On en arrive aux limites de la rentabilité. Je ne peux pas faire plus sinon ça me couterait trop cher\", confie-t-il aux journalistes France Télévisions. Prime pour l’écologie La PAC prévoit désormais un système de prime pour les agriculteurs les plus vertueux. Sont par exemple concernés ceux qui s’engagent dans le bio, oeuvrent pour une meilleure rotation des cultures ou développent l’autonomie en fourrage. Les États membres devront consacrer au moins 20% des aides directes de la PAC au financement de ces primes. La France devrait recevoir plus de 62 milliards de subventions sur sept ans. Julien Gasparutto, en direct de Bruxelles en Belgique, évoque un \"bras de fer\" entre un bloc occidental et les pays de l’Est, qui ont \"freiné des quatre fers sur le verdissement de cette PAC\"."	Elsa Pallot	France 2	10	22	2020
Agriculture : peut-on se passer des pesticides ?	"Les pesticides font toujours beaucoup réagir et inquiètent. Des distances minimales d'épandage ont été instaurées. Alors comment agriculteurs et riverains cohabitent-ils ?La Corrèze est une terre d'élevage de pommiers. Une terre que se partagent agriculteurs et riverains. Ces dernières années, un tabou est tombé. Les pesticides utilisés depuis des décennies seraient à l'origine de maladies graves et mortelles. Après des années de tension, agriculteurs et riverains sont sur la voie du dialogue. En bordure de verger, à Allazac (Corrèze), des haies ont été plantées, des filets posés, et des manches à air installées pour connaître la direction du vent. Deux hommes que tout oppose L'objectif est de retenir le plus possible la dérive des pesticides vers les habitations toutes proches. Enfin une avancée concrète rendue possible par deux hommes que tout oppose, l'un riverain et l'autre producteur. Laurent Rougerie est la quatrième génération d'arboriculteurs. Il est fier de sa terre, qui le \"nourrit\" comme il dit. Alors même qu'une petite partie de sa production est en bio, il nous confie que pour l'instant, se passer de pesticides est utopique."	Philippe Denis	France 3	2	15	2020
Agriculture : quand le kiwi passe au rouge	"Un exploitant agricole s'est allié à une entreprise spécialisée dans l'énergie photovoltaïque pour faire pousser ces étranges fruits dans le Lot-et-Garonne.C'est l'histoire de l'union de deux fleurons de l'avant-garde lot-et-garonnaise : celle Jean-Michel Aurière, producteur de kiwis rouges à Aurière, et Jean-Jacques Arribe, directeur général de Reden Solar. Personne n'avait encore osé importer l'étrange fruit en France. Et pour cause, le kiwi rouge est une cible de choix du redoutable virus de la bactériose ne s'épanouit qu'en serre. C'est justement grâce aux serres photovoltaïques de Jean-Jacques Arribe que Jean-Michel Aurière a pu faire pousser ses fruits. Rendement survitaminé La culture a été lancée en mai 2018 pour une récolte prévue un an et demi plus tard. Ici, pas de serre surchauffée ni de dépenses d'énergies inconsidérées. Bien au contraire. \"On va produire ici la consommation de 11 000 foyers\", indique en effet Jean-Jacques Arribe. Et l'avenir s'annonce radieux : l'entreprise Reden Solar enregistre en effet une croissance de 40%. D'ici deux ans, 270 tonnes de kiwis rouges pousseront sous ses serres. Un rendement survitaminé."	Pierre-Yves Grenu	France 3	3	7	2020
Agriculture : un insecticide de nouveau autorisé	"Le gouvernement fait un geste en faveur des betteraviers. Une annonce faite jeudi 6 août, il a manifesté son attention de ré-autoriser l’usage des néonicotinoïdes dans des conditions encadrées, après une interdiction en 2018. Ce pesticide tue des insectes polinisateurs.Depuis les annonces du gouvernement, Michel Trémeau, installé à Ardon (Loiret), ne décolère pas. L’apiculteur gère près de 400 ruches dans la région et plus de la moitié de sa production es fait en miel de fleurs, et donc à proximité des cultures. Pour lui, réintroduire les néonicotinoïdes serait une catastrophe. Des produits 350 à 400 fois plus toxiques \"C’est des produits qui sont 350 à 400 fois plus toxiques. Quand la plante va fleurir, on aura des traces d’insecticides dans les pollens et nectars. Donc on a des nectars et pollens qui sont pollués\", regrette l’agriculteur. Une décision d’autant plus mal vécue car depuis l’interdiction de ces insecticides systémiques en 2018, Michel Trémeau avait remarqué le retour d’une faune jusque-là absente : \"Je pense que le côté positif, c’est qu’on a une recrudescence de pucerons, et pour moi qui suis agriculteur hors sol, c’est une bénédiction.\""	Philippe Denis	France 3	8	7	2020
