title	description	Authors	Source	Publication Month	Publication Day	Publication Year
Artisanat : portrait d'un plombier-chauffagiste	"David Pujadas : Merci Nathalie. François Hollande a réagi aux incidents d'hier à Oyonnax et sur les Champs-Elysées: \"Ces outrages et ces insultes déshonorent leurs auteurs.\" La contestation sociale rebondit du côté des artisans et des commerçants. Ils sont 1 200 000 en France. Ils lancent demain une campagne et une pétition. Principal grief : le relèvement de la TVA en janvier prochain. 35 ans, la tête dans les plans et les mains sur des tuyaux. Bernard Maurin est plombier chauffagiste. Chaque chantier lui redonne la même passion. Chez le plombier chauffagiste, on construit quelque chose. C'est intéressant pour les gens. Je me pose la question, est-ce que ce métier pourra perdurer. Depuis des mois, les mauvaises nouvelles s'accumulent Hausse des charges, concurrence des auto-entrepreneurs, augmentation de la TVA en janvier. 3 points de plus à répercuter sur les factures des clients. Prenez ce devis, initialement à 7 %, est à 23.326 euros. Si je le passe à 10 %, on arrive à 23.980 euros. 654 euros d'augmentation pour mon client. Olivier Chappaz est artisan en gros oeuvre. Il répercutera la hausse de la TVA sur la facture. Pour lui, impossible de baisser ses prix. Toutes les matières premières augmentent, les prix aussi, les impôts augmentent. Comment je fais pour descendre les prix. Ses 15 salariés travaillent depuis des mois sur l'extension de cette école. Un gros contrat de 800 000 euros, 10 % de son chiffre d'affaire annuel Il envisage 2014 avec appréhension. Il fautr démarcher les marchés. Si on conserve le CA on conserve la productivité et le salarié. Notre fierté, c'est de conserver nos salariés. Des demain, ils se mobiliseront a l'appel de leur fédération. Selon l'UPA, 150 entreprises de proximité disparaissent chaque année. Voici ce qu'on pourrait appeler un eldorado fiscal, une \"niche\" qui attire de plus en plus de monde."	""	France 2	11	12	2013
Asie et Océanie : déjà en 2014	"Quelques images de 2014. Les comptes à rebours et les illuminations somptueuses ont commencé en Asie et en Océanie. Et voilà que 2014 se lève! Dans la baie de Sydney, le ciel austral est illuminé de 1.000 feux. Au gré de sa rotation, la Terre bascule dans une nouvelle ère. 108 coups de 90\"9 gong au Japon, la tradition pour faire fuir les mauvais esprits. Au pied de la muraille de Chine, ce sont des sourires et des déhanchés qui accueillent cette nouvelle année. Après Pékin, Auckland ou Hong-Kong, dans quatre heures, 2014 vous appartiendra aussi."	""	France 2	12	31	2013
Assemblée nationale : chahut lors d'une séance	Hier, lors de l'intervention d'une élue d'Europe Ecologie Les Verts, un de ses collègues masculins s'est lâche avec fort peu d'élégance. En séance de nuit à l'Assemblée, Ces députés débattent de la réforme des retraités. Uécologiste Véronique Massonneau prend la parole, interrompue par des caquètements venant des bancs de l'UMP. Arrêtez. Je ne suis pas une poule. Il y a des comportements incroyables. Les bruits de basse-cour seraient sortis de la bouche du député du Morbihan Philippe Le Ray. Il rit, et ses collègues avec lui. Malgré les remontrances du président de l'Assemblee, il recommence. Cet allongement sur le chômage des seniors. Celui des jeunes. La députée commence à perdre ses moyens. Elle achève son intervention dans un mouvement de colère. Que l'on se transforme en cour de récréation, non. La séance est suspendue, et, ce matin, les femmes font bloc, toutes tendances politiques confondues. On ne peut que regretter évidemment que certains aient du mal à conserver une attitude conforme à leurs fonctions, après des dîners manifestement trop arrosés. Je le déplore. Sous couvert de blaquer ou de rire, ils se laissent beaucoup trop aller. Ce qui est dommage c'est l'image que ça renvoie de la politique, et des hommes politiques. La Conférence des présidents de l'Assemblée décidera cet après-midi des mesures à prendre.	""	France 2	10	9	2013
Assemblée nationale : l'émotion de Christiane Taubira	"Retour en France et c'est l'autre image du jour. L'émotion de Christiane Taubira et le soutien des députés de tout bord. Un moment rare qui fait suite aux attaques racistes dont elle a été récemment victime. Des enfants avaient brandi des bananes a son passage. Ce n'était pas une question comme les autres aujourd'hui à l'Assemblée. Un réquisitoire contre le racisme. Dimanche dernier, Christiane Taubira était à Angers. Elle essuie des insultes de manifestants contre le mariage pour tous. Dans l'hémicycle, le socialiste Jean Glavany vole à son secours. Une manifestation, qui a le droit de manifester, pour exprimer soi-disant la défense de la famille, a vu des enfants de la République, des gamins brandir des bananes. Et dire, \"c'est pour la guenon\". Mes chers collègues, quand des parents amènent leurs enfants à commettre de tels actes, c'est la République qu'on assassine. Les socialistes applaudissent debout. La ministre est visiblement émue. Nous ne pouvons pas nous taire, nous devons crier notre honte. Le Premier ministre condamne ces actes à son tour. Quelques minutes plus tard, Christiane Taubira, interpellée sur un autre sujet : nouvelle ovation. La droite reste de marbre. Merci pour vos paroles de soutien. Un silence qui vaut pourtant soutien. Les attaqués contré Christiane Taubira étaient déplacées. C'est même scandaleux mais il ne faut pas en faire de la récupération. Sur les valeurs, droite et gauche trouvent encore un terrain d'entente. A suivre dans ce journal : Les médicaments à l'unité. C'est sans doute pour demain dans les pharmacies. Une mesure d'économie pour faire la chasse au gaspillage Dans les coulisses de la Sagrada Familia, la basilique de Barcelone est en travaux depuis 130 ans mais le chantier avance. Et puis, peut-on rire de tout ? Cette vieille question se pose à nouveau après l'interdiction de deux publicités."	""	France 2	10	30	2013
Assise : la venue du pape François	Le pape François se rendra demain à Assise, la ville de saint François. Le saint des pauvres pour un pape qui n'a pas choisi son prénom de souverain pontife par hasard. Près de 7 mois après son élection, ce déplacement apparaît comme une sorte de pèlerinage. Un vaisseau de pierre blanche, la basilique d'Assise attire des milliers de pèlerins chaque année. Avec ses franciscains qui honorent la règle de saint François. Ce sont eux les guides touristiques de la basilique. Ils décrivent les plafonds peints par Giotto. Ils conduisent les fidèles jusqu'à la crypte où repose sa dépouille. Caché sous l'autel de la basilique, derrière, on a depuis 1230, le corps de François d'Assise. Saint François d'Assise, objet d'un culte sans égal, symbole d'une Eglise simple et proche des pauvres. La pauvreté, la simplicité, c'est important. Humilite, revenir à des choses plus simples. C'est sur cette estrade que le pape confirmera cette profession de foi. Un engagement auquel les franciscains, qui ont fait voeu de pauvreté, sont très sensibles. Le pape jésuiste a choisi comme nom François. François qui va se mettre au service des plus petits, qui va s'engager pleinement au service de l'humanité. A Assise, ces moines appliquent ce credo au quotidien. Dans cette cuisine, des volontaires préparent des repas pour les pauvres. Que préparez-vous. Des repas servis gratuitement. Malgré le signe de croix, ils sont servis quelle que soit la confession. C'est magnifique que ce lieu existe. C'est important que l'on nous aide, nous les pauvres. Chacun d'entre nous a fait des erreurs dans sa vie. Ce serait mieux s'il y en avait d'autres comme ça. Pour cette raison, le pape François a choisi Assise, au-delà du nom qu'il s'est choisi, il veut signifier qu'il voit l'Église catholique comme on la pratique ici.	""	France 2	10	3	2013
Assise : venue du pape François	Plus de 100 cercueils ont été débarqués. Sophie Le Saint : Merci Clément. Emotion également pour le pape François, en visite aujourd'hui à Assise dans le centre du pays. Le pape avait consacré son premier voyage hors de Rome, en juillet dernier, à l'île de Lampedusa. Il s'est bien sûr exprimé ce matin sur ce drame de l'immigration.	""	France 2	10	4	2013
Astéroïde : passage autour de la Terre	Alors NICOLAS, vous restez avec nous. On va tenter d'en savoir plus maintenant sur cet astéroïde baptisé 2012 DA 14. Nous allons voir à combien de kilomètres de la terre cette masse gigantesque va passer. Eh bien à la fois heureusement assez loin, mais tout de même assez proche de nous. Christophe DE VALLAMBRAS	""	France 2	2	14	2013
Astéroïdes : comment s'en protéger ?	"NICOLAS, est-ce que cet astéroïde a un rapport avec la pluie de météorite que l'on a observée en Russie ce matin ?. NC :Laurent : Nicolas, un astéroïde qui s'approche, le phénomène pourrait-il être dangereux ?. Et si oui, comment pourrions-nous intervenir depuis la Terre ?. NC: Le plus important, c'est de détecter les asteroides \"tueurs\" le plus tôt possible. Il y a des systèmes de surveillance, notamment aux Etats-Unis. Mais celui qui nous intéresse ce soir n' a été découvert qu'il y a un an. Ca prouve qu'il y a encore du travail. Ensuite, il faut essayer de modifier la trajectoire de l'asteroide. Il y a plusieurs scénarios. L'européen Astrium travaille sur un concept de fusée. Celle-ci emporterait une charge qui irait percuter à très grande vitesse l'asteroide, sous un angle très précis, près du centre de gravité, pour modifier sa course et lui faire éviter la Terre.Mais dans tous les cas, plus question de faire exploser le météore, parce qu'on risquerait de cr"	""	France 2	2	14	2013
Athlétisme : début des championnats du monde handisport	Début des championnats du monde d'athlétisme handisport, ce soir à Lyon. Des championnats marqués par l'absence du Sud Africain Oscar Pistorius, accusé du meurtre de sa compagne.	""	France 2	7	19	2013
Athlétisme : médaille pour l'équipe féminine du relais 4x200m	Elle viennent d'arracher la médaille de bronze, grâce notamment à Coralie Balmy au finish. On y reviendra tout à l'heure en fin de journal.	""	France 2	8	1	2013
Attaque chimique en Syrie : les questions	Beaucoup de questions demeurent aujourd'hui. Il y a de très fortes suspiscions sur l'utilisation d'armes chimiques. Mais cela n'est pas avéré. Le régime de Bachar AI-Assad est-il derrière cette attaque ? Quel rôle peutjouer la communauté internationale. Ces images ont fait le tour du monde : des cadavres alignés dans des morgues improvisées. Quelle était la nature de l'attaque? Des armes chimiques ont-elles été utilisées ? Les symptômes tels qu'ils apparaissent sur les vidéo amateur pourraient le laisser penser. Pas de blessures, ni de sang. Peu de place au doute pour les spécialistes. C'est caractéristique d'une intoxication neurotoxique, expectoration bronchique, convulsions, pupilles dilatées, difficultés respiratoires. Cela correspond a l'utilisation très probable d'armes chimiques. Impossible d'écarter la possibilité d'une attaque à l'arme traditionnelle qui aurait touché une usine chimique par exemple. Mais la question ne se pose pas pour la première fois. Des échantillons, rapportés par des journalistes du Monde, ont été analysées en juin dernier. La présence de sarin, très toxique, est avéré. Sur France 2, Laurent fabius affirmait en avoir la certitude. Nous n'avons aucun doute sur le fait que les gaz ont été. Qui les aurait utilisés ? Les deux camps s'accusent. Pour ce médecin franco-syrien opposant au régime, seul l'armée régulière dispose de tels moyens. C'est sûr que l'arme chimique a été utilisée par les avions, par des chars. Seules les forces officielles possèdent ces moyens. La question de l'utilisation de gaz chimique par les rebelles s'est déjà posée. C'est la version défendue par le régime syrien. Il évoque un complot au moment où les inspecteurs de l'ONu se trouvent à damas. Pourquoi ces inspecteurs n'enquêtent pas sur place directement ? Arrivés dimanche dernier, ils ne sont mandatés que pour inspecter 3 autre sites.	""	France 2	8	22	2013
Attentat de Boston : point sur l'enquête	Les usagers sont ici, ils étaient la avant nous et ils y resteront. Parce qu'ils viennent à Sevran chercher de la cocaïne. Mairie et associations s'accordent sur un point, la nécessité d'ouvrir des lieux de consommation contrôlés. Etats-Unis : 10jours après l'attentat de Boston, les enquêteurs ont révélé à la presse la facilité avec laquelle les 2 frères auraient fabrique leurs bombes. C‘est un magasin de feux d'artifice à 20 km de Boston. Début février, Tarmerlan Tsarnaev, l'aîné des 2 frères, a acheté 48 mortiers pour 200 dollars. La vendeuse s'en souvient très bien. Il voulait ce qu'il y avait de plus gros et bruyant. La quantité de poudre qu'ils ont pu recueillir n'est pas suffisante Les enquêteurs cherchent donc d'autres achats de poudre noire. On sait désormais que les 2 frères ont déclenche leur engin avec une télécommande de jouet.	""	France 2	4	24	2013
Attentat de Boston : trois suspects arrêtés	Il s'explique dans un livre. Bonsoir et à tout à l'heure. La face cachée du Mont-Saint-Michel: 3,5 millions de visiteurs par an et 44 habitants. Bienvenue à tous. Nouveaux éléments qui ont fait 3 morts et plus de 200 blessés. Les deux frères Tsarnaev avaient-ils, sinon des complices, des soutiens ? 3 étudiants de leur campus sont en garde à vue ce soir. Ils sont considérés comme suspects. Les trois suspects sont entendus au tribunal de Boston. La police a annoncé sur twitter leurs arrestations. Certains médias diffusent la photo de deux d'entre eux, ici à côté de Djokhar Tsanaerv. Il s'agirait d'étudiants qui pourraient avoir été complices des frères Tsanaerv après les attentats. Ils auraient aidé le plus jeune à faire disparaître des affaires de sa chambre universitaire. Deux des suspects seraient originaires du Kazakhstan. Ils sont déjà fichés pour des problèmes de visa. Les attentats ont fait 3 morts et 264 blessés. Les trois personnes interpellées pourraient être poursuivies pour obstruction au travail de la justice. Les enquêteurs essaient de vérifier qu'ils n'ont pas agi dans le cadre d'une organisation terroriste.	""	France 2	4	30	2013
Attentat de Londres : le passé des deux suspects	"On la retrouvera tout à l'heure. Voilà pour les titres. Toute l'actualité aujourd'hui a Paris, c'est avec Julian Bugier. On se retrouve à Cannes tout à l'heure. Bonsoir Julian, c'est à vous. Après deux jours devant les juges. De nouvelles révélations en Grande-Bretagne après l'horrible assassinat d'un soldat a Londres, en plein rue. Le pays s'interroge sur le profil des deux tueurs car on apprend aujourd'hui qu'ils étaient sous surveillance et connus des milieux islamistes. Alors qui sont-ils. Les enquêteurs ont commence à fouiller le passe des 2 suspects. Ils veulent connaître leurs motivations, leurs fréquentations. Qu'est-ce qui a conduit Michael Adebolajo et Michael Adebolawe à basculer dans le fanatisme à 28 et 22 ans ? Britanniques d'origine nigérianne, ils ont suivi des études à Londres, jusqu'à l'université pour l'un d'eux. Je me souviens de quelqu'un de très gentil, malgré sa carrure imposante, très doux et intelligent. lssus de familles chrétiennes, tous deux se convertissent a l'islam a 15 ans et pratiquent modérément. Peu à peu, Adebolajo se radicalise. Il devient un des membres d‘Al Mouhadjiroun, qui prône l'adoption de la charia On le voit brandissant une pancarte dénonçant \"une croisade contre les musulmans\". Adebolajo n'est jamais loin d'une figure de l'islamisme, Anjem Choudary. Les renseignements surveillent ces militants qui ne se cachent pas. En Angleterre, Choudary tient un discours de haine, à l'opposé des propos d'apaisement défendus par la communauté musulmane. Nous ne savons pas qui ils sont, ni où ils ont appris l'islam. Nous ne savons même pas quelle est vraiment leur religion. Ces fanatiques ont porte atteinte a la paix dans notre communauté. Aujourd‘hui encore des dizaines d‘anonymes ont voulu témoigner leur sympathie au militaire mort avant-hier."	""	France 2	5	24	2013
Au journal de 20h ce soir : témoignage, un père et son fils pris dans une avalanche	Voilà pour l'essentiel. Ce soir dans votre journal de 20H, nous vous proposerons un document exclusif. La vidéo d'un père et de son fils emportés par une coulée de neige. Le père vient a son tour d'être pris dans une avalanche. Putain, putain. Aujourd'hui, sains et saufs, ils racontent ces quelques minutes d'extrême angoisse.	""	France 2	12	29	2013
Au salon du Bourget	Les prévisions sont sombres pour l'empoi. Pourtant, des secteurs recrutent. Pour 2013, l'aéronautique propose 15.000 emplois à pourvoir. Les grands groupes viennent chercher leur bonheur au salon du Bourget.	""	France 2	6	21	2013
Au salon du Bourget	Sur place, Julien Duperray. Bonjour. C'est un rendez-vous pour les passionnés et les professionels. L'enjeu économique est de taille. On l'a vu avec ce premier vol d'essai de l'Airbus A350. Julien Duperray : l'A350 ne sera pas ici sur le tarmac, mais il pourrait survoler le Salon du Bourget en fin de semaine prochaine. En revanche, le public va pouvoir admirer cet avion, le Boeing 787 Dreamliner : on est en pleine guerre Boeing-Airbus. Qui va annoncer ici le plus grand nombre de contrats ? Avant les contrats, il faut installer ce gigantesque salon.	""	France 2	6	16	2013
Au siège du FN : le discours de Marine Le Pen	"M. Le Pen s'est présentée elle-même comme \"la lumière de l‘espoir\" pour les Français. Bonsoir Guillaume Daret, vous êtes au siège du Front national. Marine Le Pen se sent visiblement portée par les sondages. Guillaume Daret : Selon l'institut CSA, Marine Le Pen serait au 2e tour si l'élection présidentielle avait lieu dimanche prochain, avec 23%, derrière Nicolas Sarkozy et devant François Hollande. Elle compte sur ce capital pour poursuivre son travail de fond. grâce a une meilleure implantation lors des municipales, au recrutement et a la formation de nouveaux cadres, Son entourage y croit : entre les affaires et la crise, ils pensent qu'elle incarne \"la force tranquille\"."	""	France 2	4	30	2013
Aube : invasion de moustiques après les inondations	Chacun pense déjà à s'évader et à se ressourcer. Mais les moustiques, eux, ne sont pas en vacances ! Des colonies très nombreuses ont prolifère après les pluies de mai. Dans l'Aube, les insectes ont envahi certaines communes. L'invasion a commencé dans ces bois en bordure de Seine. Ces points noirs sur la caméra sont des milliers de moustiques. C'est le sujet de conversation numéro un au café. Dario en avait combien sur le bras ? 10 ou 15, je crois. On compte les piqûres. Vous allez avoir la preuve que j'ai été mange par les moustiques. Des moustiques partout depuis plus d'un mois. Un peu de répit pendant la journée, mais le soir. On ferme les rideaux vers 18h ou 19 h. On ne peut pas faire un barbecue. Les inondations du mois dernier sont la cause de cette invasion. Elles ont fait éclore des milliers d'oeufs pondus dans le sol. Un mois plus tard, les champs sont encore gorges d'eau. Aucune solution pour l'instant. On n'a pas d'insecticide qui permet de traiter les moustiques adultes. Ceux susceptibles de les tuer sont à large spectre, pouvant tuer d'autres insectes, y compris les prédateurs des moustiques. Pour traîter les zones à risques de l'Aube, Il aurait fallu 800.000 euros. En attendant, les habitants paient : repulsifs, crèmes, bracelets, la pharmacie bat des records de fréquentation. Des antimoustiques et du gel pour apaiser les démangeaisons. Je mets du vinaigre pour ne pas me gratter. Les moustiques, je les mange. Nous avons écoulé l'équivalent de 5 ans de stocks en une semaine. L'espèce devrait s'éteindre dans une à deux semaines, provisoirement, car ces moustiques sont en train de pondre. L'an prochain, en cas de nouvelles inondations. L'île italienne de Capri fait rêver, mais elle doit gérer des problèmes quotidiens.	""	France 2	7	1	2013
Auch : François Hollande sur place	"Les maires continuent de miser sur la prévention et le bon sens des baigneurs. Après Périgueux hier, François Hollande est ce jour à Auch (Gers). Au programme : bain de foule et annonces. Le chef de l'Etat envisage de doubler le nombre \"d'emplois francs\" en 2013: de 2.500 à 5.000. Et de créer 500 postes pour aider les associations de proximité."	""	France 2	8	3	2013
Aude : Mistral, le baptême du girafon	Une différence qui se ressent aussi sur le prix. Agé de trois semaines, ce girafon est déjà une star. Il est né dans la réserve africaine de Sigean, dans l'Aude. Depuis, les internautes sont appelés à faire des propositions pour lui trouver un nom. 3.000 personnes ont participé à la consultation. Voici Mistral, un grand bébé de 1,80 m. Il aurait pu s'appeler. Malabar, Milka. Marcel. On avait pensé à Mickey. Mathilde parce que c'est mon prénom. Seule règle, que le prénom commence par M. Mandela, Milor, Merlin. Les visiteurs n'ont pas manqué d'imagination. C'est comme un nouveau-né, tout le monde a joué le jeu. Plus de 3.000 prénoms ont été proposés. C'est Mistral qui l'a emporté à l'unanimité. Mistral c'est bien, ça va bien avec la journée d'aujourd'hui. Que pensez-vous de Mistral. Ça va bien avec le climat ici. Comme le vent, il porte bien son nom. Baptiser le bébé girafe ne suffisait pas pour l'emporter, il fallait justifier le choix du prénom. Là encore, c'est Mistral qui a eu tout bon. Mistral parce qu'il y a une réponse où ça parle des petites cornes que les girages ont sur la tête. Le gagnant et sa famille pourront venir voir le girafon gratuitement jusqu'à son premier anniversaire.	""	France 2	11	11	2013
Aude : accident de car, deux morts	Dans l'Aude la nuit dernière, un car a basculé de l'autre côté de la glissière de sécurité faisant deux morts et une trentaine de blessés. Un passager admet avoir fait dévier le chauffeur de sa trajectoire. Il est 1 h 30 quand le car de l'autoroute A9. Une chute qui propulse ses 42 occupants 10 m plus bas. La belle-mère de cet homme n'a pas survécu. Il est venu identifier son corps. Une passagère indemne a prévenu cette famille par téléphone. Elle a pris le portable dans le sac et a appelé sa fille, elle a dit qu'elle avait eu un accident et qu'elle pensait que sa mère était morte. Une Espagnole et un Français ont été tués. Dans le véhicule broyé par la chute, les traces de sang des blessés, dont trois grièvement. Tous pris en charge très vite, un dispositif à la mesure du drame. 150 pompiers, 4 hélicoptères et une vingtaine d'ambulances. Les gens étaient perdus, c'était la nuit, ils ont été surpris dans leur sommeil. Ça criait, on a cassé les vitres de secours, ouvert la porte arrière, on est sortis comme on pouvait. Les 39 passagers ont été entendus un par un sur les circonstances du drame. Un Ukrainien de 30 ans a avoue être responsable de l'accident. Ces déclarations confortent les paroles du chauffeur du car qui semblaient totalement improbables. Il avait indiqué qu'un des passagers avait tiré sur son volant. Le passager ukrainien est en garde a vue. Le chauffeur du car reste hospitalisé à Narbonne en état de choc.	""	France 2	8	11	2013
Audition de Jérôme Cahuzac retransmise sur francetvinfo.fr	L'audition de Jerôme Cahuzac sera retransmise sur francetvinfo.fr, avec une émission spéciale. Nos experts répondront aux questions des internautes.	""	France 2	6	26	2013
Australie : 9000 hectares brûlés par des incendies	Des images très spectaculaires des incendies qui ravagent l'Australie. Au moins 90.000 hectares sont partis en fumée, soit 10 fois la superficie de Paris. Le feu se rapproche de Sydney et le bilan fait état d'un mort et de centaines de maisons détruites.	""	France 2	10	18	2013
Australie : Sidney menacé par les incendies	Si les incendies sont à quelques dizaines de kilomètres de Sydney, des consignes de sécurité ont été données aux habitants à cause du risque de pollution. Cette pollution de l'air est perceptible ici, à Sydney. On a la gorge et les yeux qui piquent. On sent une odeur de fumée, alors que nous sommes à 6. 70 km des incendies. Dans certains secteurs, les taux de pollution sont 50 fois supérieurs à la normale. Les autorités appellent la population a rester confinée. On craint que mercredi, certains feux fusionnent et créent un front de flammes long de plusieurs dizaines de kilomètres. Un vrai cauchemar pour les soldats du feu.	""	France 2	10	21	2013
Australie : alerte Twitter contre les requins	L'environnement et cette question: a-t-on trouvé la méthode miracle pour protéger les surfeurs et les baigneurs des requins ? L'Australie teste un nouveau dispositif. Lorsqu'un squale s'approche des côtes, le signal est donné via Twitter. Le grand requin blanc est à la recherche d'une proie. Nous sommes tout près des côtes australiennes. Le squale s'en prend à tout ce qu'il peut dévorer. Y compris parfois, les surfers. Six d'entre eux ont trouvé la mort ces deux dernières années. La surveillance n'est pas assez efficace. Les garde-côtes ont inventé une nouvelle méthode. Il s'agit de traquer et d'immobiliser les requins juste le temps de leur implanter un émetteur. Les balises sont immergées près des zones de surf et des plages. Lorsqu'un requin équipé d'un émetteur s'approche à moins de 400 mètres d'une balise, il est détecté. Immédiatement sur la plage, un message d'alerte s'affiche sur les téléphones via un réseau social. Avant il fallait des heures îpour etre averti. Les baigneurs et les surfers prévenus du danger en temps réel, la méthode est séduisante.	""	France 2	12	30	2013
Australie : chercheurs d'opales	"Direction l'Australie à présent, nouvel Eldorado des Français et des chercheurs d'opale. Cette pierre précieuse à la mode dont les prix atteignent des sommets. La terre australienne en regorge et dans l'espoir de faire fortune, de nombreux Français tentent leur chance. Dans les immensités du désert australien, c'est une petite communauté où le temps semble suspendu. Les carcasses des années 50 n'ont pas bougé. Nous sommes hors du temps, hors du monde. La ville voisine est à 9 heures de route. Bienvenue à Coober Pedy, capitale mondiale de l'opale. Une pierre précieuse qui fait la fortune mais aussi le désespoir de dizaines de prospecteurs qui sillonent encore la région. Jurgen et Gabrielle Feldheim venus de Berlin il y a 13 ans, arrivent sur leur concession minière. Gabrielle est Française d'origine allemande. Arrivée de La Rochelle il y a 2 ans avec le même rêve que tout le monde, trouver les pierres qui feront sa fortune. Dans les bars, vous n'entendez que ça. \"Là, ils ont trouvé 100.000, là 500.000.\" Puis le ton devient vraiment religieux, \"là, ils ont trouvé le million\". Mais pour la pierre à un million de dollars, il faut descendre dans la mine. 23 mètres plus bas, elle pénètre dans leur \"seconde maison\". Des kilomètres de couloirs dans le sous-sol australien. Pour exploiter la concession, le couple paye 40 euros tous les 3 mois à l'Etat. La règle est simple, Encore faut-il trouver. L'opale peut être ici, là ou encore ici. Parfois c'est. \"Ah ! Où es-tu ? Je sais qu'il y a de l'opale.\" Je peux le sentir mais je ne le trouve pas, c'est énervant. Comment vous le sentez. Je ne sais pas, c'est l'instinct. La présence d'opale ne répond à aucune logique scientifique. C'est pourquoi aucune compagnie minière n'a jamais investi un dollar dans l'opale. Pour les diamants, l'or, c'est très concentré. Ici, la nature est capricieuse, on ne sait pas où elle est. Pas intéressant pour les compagnies minières. L'exploitation est artisanale et dangereuse. Des galeries qui s'effondrent, des machines qui s'emballent. Au fond des puits, on ne compte plus ceux qui cherchaient de l'opale et qui n'ont trouvé que la mort. Ce matin, l'instinct de Jurgen n'est pas bon, alors il creuse. 30 millions d'années de formation géologique pulvérisées en 30 sec. La roche est aspirée par ce tuyau et rejetée 23 m plus haut. La course à l'opale semble sans limite, une centaine de prospecteurs vivent de l'opale. Pour Jurgen et Gabrielle, la journée a été mauvaise. Le couple rentre les mains vides. Ils vivent sous terre pour éviter les chaleurs extrêmes, 50 degrés l'été. On est chez nous, température agréable toute l'année. Notre salon, un peu sommaire. A gauche, la chambre. On est limité en magasins, on trouve rien, il faut être inventif. Voila une porte de frigo transformée, je voulais une armoire pour ranger. Dans cette ville, même les magasins d'opale sont sous terre. La famille de Niko Athanasiadis a fait fortune dans le négoce d'opale qu'elle achète directement aux prospecteurs. Cette pièce non taillée vaut 250.000 dollars. Il y a 2 ans, la famille de Niko a vendu des pierres d'opale à la reine d'Espagne. La reine Sofia est venue. Non, elle a envoyé quelqu'un. La pierre d'opale rapporte chaque année à l'Australie 200 millions d'euros. En 50 ans, seul un tiers de la région a été exploité."	""	France 2	8	8	2013
Australie : des koalas en danger	Le grand format maintenant de ce Samedi Soir. Et on va partir en AUSTRALIE, pays qui a historiquement deux animaux emblématiques, le kangourou mais aussi le KOALA. Et c'est ce petit marsupial qui attire en ce moment toute l'attention. car sa population a diminué de 90% en moins de 15 ans. Une espèce menacée par l'urbanisation. Alors, comment réagir ?Reportage Jenny BRIFFA, Frédéric CAPRON	""	France 2	4	5	2013
Australie : gigantesque élevage de bétail	"Des investisseurs ont déjà fait connaître leur intérêt. On a beaucoup parlé récemment en Bretagne de la bataille commerciale du porc et de la volaille. Mais la France, comme une grande partie de l'Europe, perd aussi du terrain sur l'élevage de boeuf. Voici des images impressionnantes. L'Australie s'est imposée comme le leader mondial du secteur, grâce à des troupeaux géants. La-bas, le territoire est si grand que les vaches paissent en liberté. Nous sommes au coeur du bush, là où vivent les cow-boys des temps modernes. Tim Roberts est l'un de ceux-là. Il possède 530.000 hectares sur trois propriétés avec des milliers de tête de bétail qu'il exporte dans le monde entier. La viande de ce bétail arrive en France. Nous avons pour cette propriété l'accréditation de l'union européenne. La plus petite des trois propriétés ne fait \"que\" 300 km2. Voici ce que Tim déteste voir sur ses terres. Regardez ceux-là. Pour protéger le bétail, Tim n'y va pas par quatre chemins. Si le nombre de ces bêtes explosent cela peut faire de gros dégats au bétail. L'australie a la réputation de fournir des produits sains et nous devons tout faire pour garder cette réputation. Le lendemain matin, la journée s'annonce stratégique. Il faut regrouper le bétail. Alors comme souvent en Australie, on utilise les grands moyens. Jerry est un cowboy du ciel. Il doit aller chercher les boeufs dans les bois. Il les pousse ensuite à prendre une direction bien précise. Quitte à leur faire traverser des rivières. Progressivement un troupeau se forme. Ce kangourou file à 80 km/h. L'exercice est de haute voltige. La moindre erreur de jugement et c'est le crash. Jerry fait ce que les chevaux ou les chiens de berger faisaient. L'hélicoptere ça fonctionne bien. Ils entendent le bruit et bougent. C'est le même principe qu'avec un cheval ou une moto. Sauf que ça fait plus d'effet et on est pas obligés d'être proche. Les centaines de boeufs finissent leur course dans ce champs. Il y a vraiment du bon bétail. Demain ces vaches seront vendues à un grossiste. A 2 dollars le kilo, Tim espère gagner 1,5 million d'euros. Ce boeuf se retrouvera bientôt dans les assiettes des restaurants à Paris, Tokyo ou Los Angeles. L'Australie est le premier exportateur mondial de boeuf. En compétition directe avec le Brésil et l'inde. Ce secteur représente chaque année 4 milliards d'euro."	""	France 2	11	26	2013
