title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Ça a laissé un grand vide\" : parents, ils nous racontent comment ils ont vécu le départ de leurs enfants de la maison"	"L'essentiel EDUCATION - Le moment où les enfants quittent la maison pour prendre leur indépendance peut constituer une étape difficile pour les parents, que la réalisatrice Lisa Azuelos met en scène mercredi au cinéma dans \"Mon bébé\". Sentiment de tristesse, d'abandon, de ne plus être utile... Les spécialistes appellent cela le syndrome du nid vide. Nous sommes allés à la rencontre de familles pour qu'elles nous livrent leurs astuces pour surmonter cette épreuve.  Pour de nombreux parents, voir ses enfants quitter le domicile familial pour prendre leur envol dans la vie peut s’avérer difficile, comme Lisa Azuelos a su le capter, dans son film \"Mon bébé\", qui sort en salles ce mercredi 13 mars. Un mélange de fierté, de joie, mais aussi de tristesse et d'inutilité. Cette souffrance a un nom : il s’agit du syndrome du nid vide, qui touche 35% des parents. Nous sommes allés à la rencontre de deux familles, pour qu’elles nous racontent leur expérience et nous donnent leurs conseils pour surmonter cette phase compliquée de la vie de famille. Autre cas de figure : celui d'Ann, mère divorcée de trois enfants. Elle avait entamé un processus avant même le départ de ses enfants, \"je ne voulais pas me retrouver devant un néant !\". Elle estime que du coup, les départs successifs ont été plus faciles à gérer. Quand le dernier est parti, elle a transformé sa chambre en petite salle de classe, où elle accueille des élèves pour des cours particuliers."	""	TF1	3	11	2019
"\"Ça a touché une corde sensible\" : après les appels au suicide de policiers, un agent présent raconte"	"Le parquet de Paris a ouvert une enquête après les slogans entendus samedi 20 avril à Paris en marge des manifestations de \"gilets jaunes\". Certains manifestants ont entonné des chants réclamant le suicide des policiers.L'injonction résonne comme une gifle pour les policiers présents samedi 20 avril sur la place de la République à Paris. \"Suicidez-vous ! Suicidez-vous !\", chantent les manifestants, dont certains portent un gilet jaune. Des propos d'une extrême violence. Un policier, présent sur les lieux, n'en revient toujours pas. \"Sur le coup, on n'a pas trop réagi, on était vraiment dans notre boulot. (...) Une fois à l'abri, on s'est regardé, on s'est dit : 'On rêve où ils étaient en train de chanter 'Suicidez-vous''\", explique Quentin, délégué syndical Alliance Police, qui a accepté de témoigner au micro de France 2, sans montrer son visage. \"Ça fait 17 ans que je suis dans la police. Ce genre d'insultes, je pense que c'est la première fois qu'on les entend. Ça a touché une corde sensible\", ajoute-t-il. La justice a ouvert une enquête Les appels au suicide ont été lancés au lendemain de la journée d'hommage dans les commissariats, pour commémorer les 28 suicides de fonctionnaires de police depuis le début de l'année. Jérôme Rodrigues, l'un des leaders du mouvement des \"gilets jaunes\", condamne les insultes, mais dénonce une stigmatisation du mouvement. Le parquet de Paris a ouvert une enquête. Après cinq mois de confrontation entre policiers et \"gilets jaunes\", la haine semble être montée d'un cran."	Elsa Pallot	France 2	4	21	2019
"\"Ça pique les jambes, les pieds, partout...\" : les sans-abri face à l'épreuve du froid"	"Les chutes de neige et le froid glacial dans la capitale rendent la situation des sans-abri encore plus compliquée et difficile.Dans ces conditions de froid et de neige en France, il est urgent de mettre les sans-abri au chaud. Ainsi, un campement de 300 réfugiés demandeurs d'asile a été évacué dans le nord de Paris, ils ont été relogés dans des gymnases. Mardi 29 janvier, l'Armée du salut distribuait de son côté des repas chauds, pour près de 400 personnes. \"Ça pique les pieds, ça pique les jambes, ça pique partout\", confie un SDF qui montre les couches de vêtements qu'il porte pour lutter contre le froid parisien. \"Un lieu de répit\" \"Quand il neige comme ça, ça rentre. Même la couverture, ça peut tout emballer. Ce n'est pas du tout facile\", explique un autre sans-abri. Dans le local de l'Armée du salut, une vingtaine de bénévoles s'activent. \"Les gens rentrent plus facilement dans ce lieu d'accueil, qui est un lieu de répit pour les personnes en tout cas, puisque ce qu'on a souhaité, c'est leur offrir une place assise pour un repas chaud\", explique Olivier Coppens, porte-parole de l'Armée du salut."	Elsa Pallot	France 2	1	29	2019
1 530 000 mères célibataires en France	"Le nombre de mères célibataires en France a pratiquement doublé en 30 ans. En plateau, le journaliste Jean-Paul Chapel décrypte la situation.1 530 000 mères célibataires vivent actuellement en France. En plateau, le journaliste Jean-Paul Chapel analyse la situation. \"Il y a aussi des pères célibataires, mais beaucoup moins nombreux, 290 000. Le chiffre des mères célibataires a quasiment doublé en 30 ans. Elles étaient 840 000 en 1990. Une explosion qui s’explique par la forte augmentation des divorces. Les mères célibataires sont souvent en difficulté financière, 35% d’entre elles vivent sous le seuil de pauvreté, soit 1 334 euros par mois avec un enfant.\" Plusieurs aides pour les mères célibataires Quelles sont les aides dont elles peuvent bénéficier ? \"Il y a une aide spécifique pour les parents qui élèvent seuls leurs enfants, l’allocation de soutien familial : 115,30 euros par mois et par enfant, explique le journaliste. Cette aide n’est pas versée si la mère reçoit déjà une pension alimentaire d’au moins ce montant. Il faut quand même savoir qu’après un divorce, près de 40% des pensions ne sont pas versées ou versées de manière irrégulière. Il y a les autres aides. Le RSA par exemple, 300 000 mères célibataires le touchent, 943 € avec un enfant et 235 € de plus par enfant supplémentaire. Ou encore les aides au logement, la prime d’activité et l’allocation de rentrée scolaire.\""	Elsa Pallot	France 2	2	18	2019
11-Novembre : Emmanuel Macron rend hommage aux soldats tombés pendant la Grande Guerre	"En ce lundi 11 novembre, des cérémonies sont organisées dans toutes les communes ou presque pour commémorer la fin de la Première Guerre mondiale. À Paris, elles ont débuté comme le veut la tradition sous l'Arc de triomphe.Sous une pluie fine, le chef de l'État a rendu hommage aux vainqueurs de la Grande Guerre, au matin du lundi 11 novembre. Pendant quelques instants, au pied de la statue de Georges Clemenceau, Emmanuel Macron s'est recueilli. Voilà comment a débuté la 101e cérémonie du souvenir de l'armistice de 14-18. Escorté par la garde républicaine, le cortège présidentiel a ensuite remonté les Champs-Élysées. Sur le côté, des centaines de badauds français ou étrangers observent le défilé. \"C'est important de venir avec les enfants pour se rappeler qu'il y a des gens qui ont encore le sens du sacrifice, qui sont prêts à donner leur vie\", raconte un spectateur. Emmanuel Macron a ravivé la flamme du Soldat inconnu Après une Marseillaise et le passage en revue des forces armées, le président de la République a comme à l'accoutumée ravivé la flamme du Soldat inconnu. Il s'agit de l'hommage de la nation aux représentants anonymes des 1,3 million de soldats français tués pendant la Première Guerre mondiale."	Pierre-Yves Grenu	France 3	11	11	2019
11-Novembre : un jour de mémoire comme une parenthèse d'union nationale pour Emmanuel Macron	"Après le centenaire célébré l'an passé, les cérémonies du 11-Novembre sont plus sobres, mais restent un temps fort pour la présidence.Alors que l'année dernière, les cérémonies du 11-Novembre marquaient le centenaire de l'armistice, pour le président de la République, ce jour de souvenir n'est pas seulement un moment de commémoration. \"Après son itinérance l'an dernier, Emmanuel Macron célèbre cet armistice encore toute la journée. Il cherche toujours à faire le lien entre le passé et le présent. Ces journées sont un moment de concorde national où le pays fait bloc\", raconte Anne Bourse, en duplex devant l'Élysée (Paris) après les cérémonies du matin du 11-Novembre. Prochain test social le 5 décembre \"Un 11-Novembre comme une parenthèse dans un contexte où les tensions suscitent de nombreuses divisions. Le chef de l'état craint toujours des fracturations d'une partie de la société. Il y a un an par exemple, jour pour jour, la crise des 'gilets jaunes' n'avait pas encore éclaté. On connait la suite. Cette année le premier test social est d'ores et déjà annoncé. Ce sera le 5 décembre prochain avec cette manifestation contre la réforme des retraites. Emmanuel Macron sait donc qu’un an après la crise des 'gilets jaunes', les cérémonies du 11-Novembre ne garantissent pas de calmer les contestations\", conclut la journaliste."	Pierre-Yves Grenu	France 3	11	11	2019
11-Septembre, Commission européenne, grève des urgences... L'actualité de la semaine en images	Retour en images sur l’actualité de la semaine, du lundi 9 au vendredi 13 septembre.Mercredi 11 septembre, les États-Unis, honore la mémoire des victimes disparues dans l'attentat de 2001. Dix-huit ans après, une nouvelle génération qui n’était pas née à l'époque reprend le flambeau du souvenir. Un gros orteil, un talon... une trace de pas vieille de 80 000 ans a été découverte en France. Cet ancêtre lointain chausserait aujourd'hui du 28. Cette semaine, des naturistes manifestaient contre le dérèglement climatique au bois de Vincennes (Val-de-Marne). Sur la planète K2-18b, des chercheurs ont détecté de la vapeur d'eau, mais ce nouvel eldorado est à 1 million de milliards de kilomètres de la Terre. Agnès Buzyn n'a pas convaincu À la Commission européenne, Margarítis Schinás a fait sa rentrée. Il est chargé de la protection du mode de vie européen, une attaque contre les migrants selon les partis de gauche. Enfin, les personnels hospitaliers poursuivent leur mobilisation. Malgré les annonces d'Agnès Buzyn, 250 services d'urgences sont en grève après six mois de mobilisation.	Elsa Pallot	France 2	9	13	2019
121 monuments malmenés par le temps seront rénovés grâce au Loto du patrimoine	La deuxième édition du Loto du patrimoine aura lieu le 14 juillet. Le château du Tournel (Lozère), en ruine, fait partie des 121 monuments sélectionnés pour profiter d'une aide à la rénovation.Surplombant la vallée du Lot, le château du Tournel est situé sur les terres du Mont-Lozère et Goulet. Bâti à la fin du XIe siècle et au début du XIIe siècle, il était autrefois un symbole de la puissance de l'une des huit baronnies du Gévaudan. Mais, aujourd'hui, l'édifice niché à 1000 mètres d'altitude menace de s'effondrer. Toute sa structure est menacée. 700 000 € de travaux D'importants travaux débuteront cet automne. Il faudra compter 700 000 € pour sécuriser les lieux, les restaurer, mais également les ouvrir davantage au public. La petite commune de 1 000 habitants aura à sa charge 300 000 €. Une enveloppe bien trop élevée pour son budget. Grâce à l'argent récolté par le Loto du patrimoine, son montant devrait baisser considérablement. Ses habitants sauront, à la fin de l'année, à combien s'élève l'addition.	Pierre-Yves Grenu	France 3	7	6	2019
13 juillet : un soir de feux d'artifice et de fêtes populaires	"Un peu partout en France, la fête nationale a commencé le 13 juillet avec les premiers feux d'artifice, mais aussi les bals populaires.Sur le pas de tir, les premières fusées au son de la phrase historique de Neil Armstrong. Le 13 juillet, la ville de Suresnes (Hauts-de-Seine) célébrait la fête nationale sur le thème des cinquante ans du premier pas de l'Homme sur la Lune. 5 000 spectateurs sont venus pour savourer ces vingt minutes de féerie. \"C’est toujours bien à voir\", se réjouit une mère de famille. Son fils a adoré \"les feux d'artifice et les couleurs\". Des ambiances très festives Quelques heures plus tôt, un peu partout en France, le traditionnel bal populaire a toujours autant de succès. À Lille, dans le Nord, le centre-ville accueille les habitants qui dansent au son de la musique et profitent d'une ambiance particulièrement festive. À Strasbourg, dans le Bas-Rhin, une caserne de pompiers avait pris des airs de boîte de nuit à ciel ouvert."	Thomas Horeau	France 2	7	14	2019
14-Juillet : Nice renoue avec le feu d'artifice	"Trois ans après l'attentat survenu sur la promenade des Anglais, le 14 juillet 2016 à Nice (Alpes-Maritimes), la ville organise, samedi 13 juillet, un feu d'artifice. La date a été choisie à la demande des associations de familles de victimes.Une promenade des Anglais déserte, placée sous haute surveillance. Samedi 13 juillet au soir, le feu d'artifice pour la fête nationale est de retour à Nice (Alpes-Maritimes). Une renaissance après l'attentat du 14 juillet 2016. Mais pour ceux qui ont été touchés de près, même trois ans après, les stigmates restent profondément ancrés. C'est le cas de Margot et Kamel. Le soir du drame, ils ont perdu leur fille de deux ans et demi. \"Que ça fasse trois ans, ou plus, moins... Pour nous c'est pareil. Je pense que l'on vit chaque jour comme un lendemain d'attentat\", déclare Margot. Un long travail de résilience Nombreux seront les proches de victimes à ne pas assister à ce feu d'artifice chargé de souvenirs trop douloureux, symbole d'une mémoire traumatique omniprésente. Thierry Vimal, lui, a perdu sa fille, âgée de douze ans. \"La mémoire traumatique c'est une mémoire qui ne se modifie pas et qui revient. C'est comme si vous étiez dans le moment\", indique-t-il. Pour les autres, assister à ce feu d'artifice sera vécu comme une étape importante dans ce long travail de résilience."	Elsa Pallot	France 2	7	13	2019
14-Juillet : au cœur de la légion	"À l'occasion des cérémonies du 14-Juillet, France 2 vous emmène à la rencontre des différentes unités de l'armée qui défileront sur les Champs-Elysées. Reportage auprès de la légion en Corse, où est basé le 2e régiment étranger de parachutistes.Le clairon sonne au 2e régiment étranger de parachutistes de Calvi, en Corse. C'est le grand jour. Derniers préparatifs dans les chambres, pour le défilé tout doit être au millimètre près. Des décorations à l'ajustement du pantalon. Parfois, enfiler l'uniforme de cérémonie peut s'avérer délicat, notamment quand il faut mettre la large ceinture bleue héritée des combats passés dans les pays tropicaux. Dernier symbole du légionnaire, le képi blanc, et la compagnie est prête pour le défilé. 82 pas par minute, rythmés par les chants. Chaque année, le 30 avril, ils célèbrent la défaite fondatrice, Camerone au Mexique en 1863. Forger une culture commune \"Avec 140 nationalités différentes, vous comprenez bien qu'on a besoin d'une histoire commune, d'une culture commune, qui va permettre au légionnaire de s'identifier à une nouvelle famille, à une nouvelle patrie, à la légion\", explique le colonel Christophe de La Chapelle, chef de corps du 2e régiment étranger de parachutistes. Les 1 300 hommes du 2e REP qui d'ici peu seront de nouveau déployés sur le terrain en première ligne."	Thomas Horeau	France 2	7	9	2019
14-Juillet : dernières répétitions sur les Champs-Élysées	"À quatre jours du défilé du 14-Juillet, les répétitions s'enchaînent sur les Champs-Élysées (Paris). Les derniers réglages s'opèrent dès les premières lueurs du jour.Ultimes inspections, recadrages musclés, les légionnaires du 1er régiment étranger sont immobiles et prêts à défiler comme si c’était le grand jour. Un à un, policiers, sapeurs-pompiers et personnels pénitentiaires descendent les Champs-Élysées (Paris) à leur rythme. Mercredi 10 juillet, l'une des dernières répétitions du 14-Juillet a lieu à l'aube pour ne pas gêner la circulation. À 2 heures, la Garde républicaine prépare ses chevaux en silence. \"On fait un brossage complet pour que le cheval soit brillant au maximum\", indique un gendarme. Une fois en scelle, les militaires traversent la plus grande avenue du monde, sous l'œil admiratif des passants. Les officiels à la tribune Enfin, les derniers à entrer en scène sont les jeunes affectés au service civique, peu habitués à ce genre de cérémonie. Le grand final sera donné en l'honneur des blessés de guerre. Depuis la tribune présidentielle, les officiels scrutent tout pour rectifier le moindre défaut afin que chaque détail soit parfait dimanche."	Thomas Horeau	France 2	7	10	2019
14-Juillet : la France en fête	"Pour la fête nationale, Les Parisiens ont assisté à un spectacle prodigieux à l'occasion du traditionnel feu d'artifice.Une dame de fer flamboyante et romantique. Dimanche 14 juillet à Paris, le traditionnel feu d'artifice devant la tour Eiffel a duré 31 minutes, sous les yeux de plusieurs centaines de milliers de spectateurs. \"L'ambiance est magnifique avec toutes ces lumières. C'est un beau rassemblement\", explique une spectatrice. De l'autre côté de la France, à Marseille (Bouches-du-Rhône), des cascades de lumières viennent éclairer les bateaux amarrés sur le Vieux Port. Les Sables-d'Olonne ont rendu hommage aux sauveteurs décédés \"Le feu d'artifice, c'est magique. Il ne faut pas le rater\", s'enthousiasment deux spectatrices. À Toulouse (Haute-Garonne), dans la ville rose, c'est au bord de la Garonne que le spectacle se savoure. 300 000 personnes sont venues apprécier un mur d'artifice de 500 mètres de long. Le feu d'artifice des Sables-d'Olonne (Vendée) a été tiré en hommage aux quatre sauveteurs décédés il y a un mois. Le bouquet final, tiré depuis la jetée, a illuminé la mer pour clôturer en beauté cette fête nationale."	Pierre-Yves Grenu	France 3	7	15	2019
14-Juillet : les militaires blessés seront à l'honneur	"Les préparatifs s'organisent autour du 14-Juillet. Cette année, un hommage sera rendu aux militaires blessés.Avoir les Champs-Élysées rien que pour soi est un vrai privilège. Mercredi 10 juillet, comme les autres militaires, les sapeurs-pompiers de Paris se sont entraînés en vue du grand jour. Le début d'année a été particulièrement éprouvant pour les soldats du feu. Deux des leurs sont morts depuis janvier. Ils seront donc à l'honneur ce 14 juillet. \"Toujours une fierté de défiler devant tous les Français\" Un hommage apprécié par le caporal-chef Alexis Guinard, dont ce sera le premier défilé. \"C'est toujours une fierté de défiler devant tous les Français qui se déplacent pour venir nous voir. C'est une fierté de défiler pour les sapeurs-pompiers de Paris, qui est le troisième corps au monde derrière Tokyo (Japon) et New York (États-Unis)\". Le jeune homme, pompier depuis plus de cinq ans, est affecté à la caserne de Boulogne-Billancourt (Hauts-de-Seine). Des journées ponctuées par les entraînements et de multiples interventions."	Pierre-Yves Grenu	France 3	7	10	2019
14-Juillet : quand les tireurs d'élite s'affrontent	À deux jours du 14-Juillet, France 2 s'est intéressée aux tireurs d'élite. Ces soldats sont capables de toucher une cible située à près de 2 km. Chaque année, une compétition est organisée dans le Larzac pour décrocher le titre de meilleur sniper.Une quarantaine de participants vont s'affronter sur le camp militaire du Larzac pour décrocher le titre de meilleur tireur d'élite. Chaque épreuve reproduit ce que les snipers font sur les terrains de guerre avec le même équipement. Le soldat peut atteindre une cible jusqu'à 1 800 mètres s'il vise un véhicule. Il sera entouré du spotter pour accompagner son tir et d'un chef d'équipe pour gérer la tactique. Des soldats partis en opération Après une courte nuit en pleine nature, les tireurs d'élite sont briefés sur l'épreuve du jour : une infiltration en territoire ennemi. Ils auront quatre heures pour parcourir 800 mètres sans se faire repérer. La plupart de ces soldats sont allés en opération en Afghanistan ou au Mali, aux premières loges de la guerre. Au-delà de la compétition, ces snipers ont partagé des moments qu'ils ne sont pas près d'oublier.	Thomas Horeau	France 2	7	12	2019
14-Juillet : tensions sur les Champs-Elysées	"Des incidents ont éclaté sur les Champs-Elysées juste après le traditionnel défilé militaire dimanche 14 juillet. Parmi les personnes interpellées, des figures du mouvement des \"gilets jaunes\".Quelques minutes après le défilé militaire des Champs-Elysées, dimanche 14 juillet, les premiers affrontements entre forces de l'ordre et casseurs éclatent. La plus belle avenue du monde devient le théâtre de combats. Les barrières qui encadraient le défilé deviennent la base de barricades. Plus loin, des trottinettes électriques et des poubelles sont brûlées. Le préfet de police de Paris Didier Lallement s'est rendu sur place, et a invité les touristes à venir sur les Champs-Elysées, parlant de dégâts \"extrêmement minimes\". 185 personnes interpellées Dans la matinée, les \"gilets jaunes\" se sont invités au défilé pour manifester. Plusieurs leaders ont été interpellés, parmi lesquels Éric Drouet, avant d'être relâchés dans l'après-midi. Par crainte de nouveaux débordements dans la soirée, certaines enseignes se barricadent. Comme le Fouquet's, le restaurant saccagé en mars, qui rouvrait ses portes ce week-end."	Philippe Denis	France 3	7	14	2019
14-Juillet : un défilé empreint de nouveautés	Le défilé militaire sur les Champs-Elysées dimanche 14 juillet a été l'occasion d'une démonstration de force devant plusieurs dirigeants européens.C'est l'innovation dont l'armée française est la plus fière, elle est la seule au monde à développer cette technologie. Un soldat volant au-dessus des Champs-Elysées, c'est l'image la plus marquante du défilé dimanche 14 juillet. Des robots, des drones parfois de la taille d'un poing, et les moyens de s'en protéger. Comme avec un fusil capable de contrôler à distance un objet volant. Hommage aux blessés de guerre L'armée du futur a trouvé sa place aux côtés des corps traditionnels, comme la patrouille de France ou la Légion étrangère. Au total, 4 300 militaires, 200 véhicules, 96 avions et 237 chevaux de la Garde républicaine. Certains sont venus aux aurores pour assister au défilé, et parfois pour admirer un membre de leur famille fouler les pavés de la plus belle avenue du monde. Hommage aussi aux blessés de guerre, ceux qui ont souffert dans leur chair pour leur nation à travers le globe. Emmanuel Macron avait invité les chefs d'État de neuf pays engagés avec la France dans une coopération militaire européenne.	Elsa Pallot	France 2	7	14	2019
1er-Mai : 315 individus interpellés dont de nombreux black blocs	"Mercredi 1er mai, lors de la fête du Travail, 7 400 policiers et gendarmes ont été mobilisés à Paris. 315 personnes ont été interpellées.Le dispositif était volontairement offensif. Mercredi 1er mai, lors des traditionnelles manifestations de la fête du Travail, 7 400 policiers et gendarmes ont été mobilisés à Paris. Parmi les 315 personnes interpellées figurent de nombreux \"black blocs\". \"À l'évidence, la nouvelle stratégie policière a payé. Hier pour la première fois les forces de l'ordre pouvaient aller au contact sur le modèle d'intervention systématique, partout au cœur de la manifestation\", détaille jeudi midi la journaliste Nathalie Perez depuis le palais de justice de Paris. 190 personnes toujours en garde à vue Les \"black blocs\" ont été ainsi repoussés en dehors du cortège grâce à des charges de la police. Jeudi, huit d'entre eux sont jugés en comparution immédiate devant le tribunal correctionnel de la capitale. \"Il y a encore 190 personnes, dont 11 mineurs, en garde à vue\", conclut Nathalie Perez."	Pierre-Yves Grenu	France 3	5	2	2019
1er-Mai : Bordeaux sous haute surveillance	"Mercredi 1er mai, des mesures exceptionnelles ont été prises à Bordeaux (Gironde). Une surveillance accrue qui met la capitale girondine au ralenti, entre commerces fermés et rues du centre-ville interdites d'accès.D'un côté le défilé jaune et rouge et de l'autre l'envers du décor des barrières métalliques. Les cordons de forces de l'ordre protègent le Triangle d'or de Bordeaux (Gironde) et ses boutiques luxueuses mercredi 1er mai.\"Je suis pour la liberté de manifester, mais pas de casser\", souffle un passant. Entre étonnement et désolation Toutefois le dispositif de sécurité ne dissuade pas les piétons et touristes de venir s'attabler aux terrasses. Non sans un certain sentiment mêlant étonnement et désolation du spectacle proposé. \"Il y a de la police partout pour la fête des gens qui travaillent et qui est mondiale, je trouve ça un peu honteux\", peste un riverain attablé en terrasse. Certaines rues sont désertes et pour les rares commerces ouverts, le flux est minime. \"Le périmètre de sécurité freine le passage des clients, car c'est parfois bloqué et vraiment bloqué\", confie Marine Teyssandier, conseillère de vente dans une boutique de boulangerie-pâtisserie."	Thomas Horeau	France 2	5	1	2019
1er-Mai : Marine Le Pen présente en Moselle	"Marine Le Pen ne sera pas à Paris pour les manifestations du 1er-Mai, mais en Moselle. Un choix loin de la capitale, expliqué par le journaliste Alexandre Peyrout.Marine Le Pen ne sera pas à Paris pour célébrer la fête du Travail mercredi 1er mai. \"Il y a trois principales raisons à ce choix\", annonce le journaliste Alexandre Peyrout depuis Metz, en Moselle. Tout d'abord, la présidente du Rassemblement national veut s’éloigner de la capitale pour annoncer son cap lors des élections européennes, \"celui de donner davantage de pouvoirs aux territoires et moins à l'Union européenne\", poursuit le journaliste. Une stratégie d'éloignement Autre motif évoqué, celui de l'éloignement avec son père Jean-Marie Le Pen, présent place des Pyramides à Paris, pour commémorer Jeanne d'Arc comme chaque 1er-Mai. Enfin, Marine Le Pen souhaite \"s'éloigner des violences qui pourraient se produire aux abords des cortèges\". La présidente du Rassemblement national a évoqué les heurts du 1er mai 2018, en parlant de \"dévastation de Paris par les milices d'extrême gauche sous la complaisance du gouvernement\"."	Thomas Horeau	France 2	5	1	2019
1er-Mai : comment les forces de l'ordre sont intervenues à Paris	"Mercredi 1er mai, 7 400 policiers et gendarmes ont été déployés à Paris. Comment sont intervenues les forces de l'ordre pour canaliser les violences ?C'est un jeu du chat et de la souris en plein Paris. Mercredi 1er mai, manifestants radicaux et forces de l'ordre se sont affrontés sur le parcours du cortège de la fête du Travail. Sur les réseaux sociaux, certains promettaient des émeutes dans la capitale. Depuis la veille, 17 000 contrôles et fouilles ont été exécutés aux abords des gares et des rassemblements. Ce dispositif d'anticipation a permis la saisie d'objets potentiellement dangereux comme des marteaux, des pinces et une bombonne de gaz. 220 gardes à vue Lors du rassemblement, des interventions musclées ont été lancées peu après 13 heures. Au cours d'une charge de \"black blocs\", les forces de l'ordre répliquent et poursuivent leurs assaillants sans retenir leurs coups. Dans le cortège, les casseurs sont traqués, des interventions rapides et ciblées sont organisées. Enfin, les 7 400 gendarmes et policiers mobilisés ont pu être appuyés par des drones tout au long du parcours de la manifestation. 330 personnes ont été interpellées dans la capitale et 220 manifestants ont été placés en garde à vue."	Philippe Denis	France 3	5	1	2019
"1er-Mai : la présence des \"black blocs\" inquiète"	"Les groupes d'extrême gauche violents pourraient très fortement perturber le cortège du 1er-Mai à Paris.Entre 1 000 et 2 000 casseurs sont attendus mercredi 1er mai dans les rues de Paris. Des \"black blocs\" qui vont comme chaque année se mêler aux manifestants et cette fois-ci aux \"gilets jaunes\", de sorte que certains craignent une convergence de la violence. En tout cas, sur les réseaux sociaux, le rendez-vous se prépare et certains \"black blocs\" français ont demandé à des groupuscules étrangers de les rejoindre. \"Il y aura certainement des Européens\" \"On voit bien qu'il y a de plus en plus de conversations en anglais. Sur certains de leurs forums, on voit bien que ce sont des conversations internationales (...) Il y aura certainement des Européens qui vont venir. Des Allemands, des Grecs, des Belges, d'un peu partout\", confirme Véronique Veille Soult, spécialiste des réseaux sociaux. Une convergence des luttes peut donc être constatée."	Elsa Pallot	France 2	4	30	2019
1er-Mai : les commerces se barricadent	Les commerçants parisiens se préparent à d'éventuelles violences lors de la manifestation du 1er mai et préfèrent se barricader.Il y a un an, sa concession automobile était dévastée par les flammes. Aujourd'hui, Christian Noël n'a pas encore été indemnisé par les assurances. Il appréhende aujourd'hui ce nouveau 1er-Mai et de nouvelles dégradations. Ces ouvriers se sont activés tout au long de la journée du mardi 30 avril pour barricader les commerces se trouvant sur le chemin des manifestations du lendemain. Tous resteront fermés tout au long de la journée, par mesure de sécurité, pour limiter la casse de l'an dernier. Journée cruciale pour les fleuristes Une fleuriste reçoit son stock de muguet, elle doit réaliser un tiers de son chiffre d'affaires annuel le 1er-Mai. Elle ne baissera pas le rideau, la journée de mercredi est une journée cruciale pour son activité. La plupart des commerces ont été protégés, même le commissariat de la place d'Italie a pris des allures de forteresse.	Elsa Pallot	France 2	4	30	2019
1er-Mai : tensions apaisées place d'Italie	"Après un cortège émaillé par différents incidents entre Montparnasse (Paris) et place d'Italie, la tension est redescendue. Les précisions avec le journaliste Hugo Puffeney.\"La tension est redescendue et c'est difficile d'imaginer cela après les violences qui ont émaillé tout le parcours de cette manifestation\", explique le journaliste Hugo Puffeney présent place d'Italie à Paris. Le cortège intersyndical auquel se sont joints les \"gilets jaunes\" et \"black blocs\", a connu différents heurts. Les forces de l'ordre et manifestants déplorent des blessés de chaque côté. Des casseurs se sont infiltrés, incendiant voitures et jetant des pavés sur les policiers. \"Pas d'incidents ni de casse\" Mercredi 1er mai au soir, près d'une centaine de manifestants étaient encore présents sur la place. \"Ils se sont assis sur la pelouse près de la place d’Italie, criant des slogans (...) et jouant de la musique. Il n'y pas d'incidents ni de casse\", précise le journaliste. Le dispositif policier restait toutefois très conséquent avec une forte présence autour des commerces voisins. Les forces de l'ordre doivent fouiller les sacs de tous ceux qui quitteront le périmètre de la place d'Italie."	Philippe Denis	France 3	5	1	2019
1er-Mai : une fête du Travail placée sous tension à Paris	"Malgré quelques scènes de débordements dans la capitale, les violences ont été plutôt contenues à Paris. 40 000 personnes ont manifesté pour cette fête du Travail.La tension est palpable à Paris. Mercredi 1er mai en fin d'après-midi, forces de l'ordre et manifestants se font face, et les premiers blessés sont à déplorer. Certains individus ultra-violents sont venus en découdre et promettent des émeutes pour la fête du Travail. Véhicules fracassés, jets de pavés sur les policiers, batailles rangées, les manifestants sont piégés entre les heurts. \"On reçoit des gaz parce que forcément ils ne font pas le tri\", indique un \"gilet jaune\" dans le cortège. \"Ils nous ont traités comme du bétail ce matin\", estime une autre. Heurts place d'Italie Le cortège s'élance à 14h30 de la gare Montparnasse, et pendant deux heures Paris connaît une mobilisation plus apaisée. Mais arrivés aux abords de la place d'Italie, certains manifestants s'en prennent au commissariat du 13e arrondissement. Les affrontements se poursuivent entre gaz lacrymogènes et dégradations du mobilier urbain. Une trentaine d'individus tentent de s'introduire dans l'hôpital de la Pitié Salpêtrière pour le détériorer. Ils seront rapidement interpellés."	Philippe Denis	France 3	5	1	2019
1er-Mai à Paris : alerte maximale le long du parcours	L'essentiel JT 20H - Ce lundi, la préfecture de police de Paris a publié un communiqué alarmiste. Il demande aux commerçants situés sur le parcours des manifestants de fermer leurs établissements.  Terrasses vidées, boutiques protégées par d'épaisses plaques de bois ou de métal,... C'est à cela que ressembleront les quartiers de Paris situés sur le parcours des manifestations du 1er mai. Dans un arrêté publié dans l'après-midi de ce 29 avril 2019, la préfecture de police contraint les commerces à fermer, ainsi qu'à mettre en place des moyens de protection contre les dégradations et pillages. Les autorités sont convaincues que des centaines ou des milliers de casseurs vont à nouveau sévir. Ce sujet a été diffusé dans le journal télévisé de 20H du 29/04/2019 présenté par Gilles Bouleau sur TF1. Vous retrouverez au programme du JT de 20H du 29 avril 2019 des reportages sur l'actualité politique économique, internationale et culturelle, des analyses et rebonds sur les principaux thèmes du jour, des sujets en régions ainsi que des enquêtes sur les sujets qui concernent le quotidien des Français.	""	TF1	4	28	2019
